,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,upper,upper,lower,lower
"(4500.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,,294.14998131915877,303.15,288.15,,,,0.0,7.469726806330698e-06,inf,inf,-inf,-inf,294.14998131915877,0.15000040962975922,inf,inf,-inf,-inf
"(4500.0, 13500.0)",150.0,294.15,292.15,280.15,0.010714298365638324,13500.0,0.0,,,,,,,,,,,,294.1499805482393,303.15,288.15,0.010714291880931145,0.05,0.0,,,,,,,,,,,,
"(4500.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,,294.1499807779972,303.15,288.15,,,,0.0,7.454618902586715e-06,inf,inf,-inf,-inf,294.1499807779972,0.1499998803828878,inf,inf,-inf,-inf
"(4500.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,,294.149981382713,303.15,288.15,,,,0.0,7.471537750114509e-06,inf,inf,-inf,-inf,294.149981382713,0.14999988686198912,inf,inf,-inf,-inf
"(4500.0, 14400.0)",150.0,294.15,292.15,280.15,0.010714298365632787,14400.0,0.0,,,,,,,,,,,,294.1499815956373,303.15,288.15,0.010714302115065999,0.05,0.0,,,,,,,,,,,,
"(4500.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,,294.14998153461954,303.15,288.15,,,,0.0,7.475898257129238e-06,inf,inf,-inf,-inf,294.14998153461954,0.15000003176725935,inf,inf,-inf,-inf
"(4500.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,,294.1499813740227,303.15,288.15,,,,0.0,7.471289660373452e-06,inf,inf,-inf,-inf,294.1499813740227,0.15000003004657617,inf,inf,-inf,-inf
"(4500.0, 15300.0)",150.0,294.15,292.15,280.15,0.010714298365634494,15300.0,0.0,,,,,,,,,,,,294.14998131747507,303.15,288.15,0.010714299390685814,0.05,0.0,,,,,,,,,,,,
"(4500.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,,294.14998133384995,303.15,288.15,,,,0.0,7.470144726000006e-06,inf,inf,-inf,-inf,294.14998133384995,0.1499999914748815,inf,inf,-inf,-inf
"(4500.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,,294.14998137694823,303.15,288.15,,,,0.0,7.471373162605857e-06,inf,inf,-inf,-inf,294.14998137694823,0.14999999193664973,inf,inf,-inf,-inf
"(4500.0, 16200.0)",150.0,294.15,292.15,280.15,0.010714298365634619,16200.0,0.0,,,,,,,,,,,,294.14998139212315,303.15,288.15,0.01071430012133875,0.05,0.0,,,,,,,,,,,,
"(4500.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813877411,303.15,288.15,,,,0.0,7.471681358577332e-06,inf,inf,-inf,-inf,294.1499813877411,0.15000000228141508,inf,inf,-inf,-inf
"(4500.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813762078,303.15,288.15,,,,0.0,7.471352026471399e-06,inf,inf,-inf,-inf,294.1499813762078,0.15000000215784356,inf,inf,-inf,-inf
"(4500.0, 17100.0)",150.0,294.15,292.15,280.15,0.010714298365634452,17100.0,0.0,,,,,,,,,,,,294.14998137214644,303.15,288.15,0.010714299925774844,0.05,0.0,,,,,,,,,,,,
"(4500.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813733201,303.15,288.15,,,,0.0,7.471269609186978e-06,inf,inf,-inf,-inf,294.1499813733201,0.14999999938901282,inf,inf,-inf,-inf
"(4500.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137640913,303.15,288.15,,,,0.0,7.471357773620828e-06,inf,inf,-inf,-inf,294.14998137640913,0.1499999994221097,inf,inf,-inf,-inf
"(4500.0, 18000.0)",150.0,294.15,292.15,280.15,0.010714298365634728,18000.0,0.0,,,,,,,,,,,,294.14998137749643,303.15,288.15,0.010714299978146866,0.05,0.0,,,,,,,,,,,,
"(4500.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137718226,303.15,288.15,,,,0.0,7.471379842866547e-06,inf,inf,-inf,-inf,294.14998137718226,0.15000000016360057,inf,inf,-inf,-inf
"(4500.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763554,303.15,288.15,,,,0.0,7.471356240937084e-06,inf,inf,-inf,-inf,294.1499813763554,0.15000000015474171,inf,inf,-inf,-inf
"(4500.0, 18900.0)",150.0,294.15,292.15,280.15,0.01071429836563373,18900.0,0.0,,,,,,,,,,,,294.1499813760639,303.15,288.15,0.010714299964123243,0.05,0.0,,,,,,,,,,,,
"(4500.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813761481,303.15,288.15,,,,0.0,7.471350323805886e-06,inf,inf,-inf,-inf,294.1499813761481,0.14999999995619026,inf,inf,-inf,-inf
"(4500.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636985,303.15,288.15,,,,0.0,7.47135665319993e-06,inf,inf,-inf,-inf,294.14998137636985,0.14999999995856586,inf,inf,-inf,-inf
"(4500.0, 19800.0)",150.0,294.15,292.15,280.15,0.010714298365634468,19800.0,0.0,,,,,,,,,,,,294.1499813764475,303.15,288.15,0.0107142999678784,0.05,0.0,,,,,,,,,,,,
"(4500.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,,294.149981376425,303.15,288.15,,,,0.0,7.471358226953742e-06,inf,inf,-inf,-inf,294.149981376425,0.15000000001172886,inf,inf,-inf,-inf
"(4500.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636593,303.15,288.15,,,,0.0,7.47135654176888e-06,inf,inf,-inf,-inf,294.14998137636593,0.15000000001109612,inf,inf,-inf,-inf
"(4500.0, 20700.0)",150.0,294.15,292.15,280.15,0.010714298365634568,20700.0,0.0,,,,,,,,,,,,294.14998137634484,303.15,288.15,0.010714299966873054,0.05,0.0,,,,,,,,,,,,
"(4500.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763509,303.15,288.15,,,,0.0,7.471356112161848e-06,inf,inf,-inf,-inf,294.1499813763509,0.14999999999686037,inf,inf,-inf,-inf
"(4500.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,,294.149981376367,303.15,288.15,,,,0.0,7.4713565714242376e-06,inf,inf,-inf,-inf,294.149981376367,0.14999999999703273,inf,inf,-inf,-inf
"(4500.0, 21600.0)",150.0,294.15,292.15,280.15,0.010714298365634872,21600.0,0.0,,,,,,,,,,,,294.1499813763723,303.15,288.15,0.010714299967141419,0.05,0.0,,,,,,,,,,,,
"(4500.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137637076,303.15,288.15,,,,0.0,7.471356678179171e-06,inf,inf,-inf,-inf,294.14998137637076,0.15000000000082997,inf,inf,-inf,-inf
"(4500.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763667,303.15,288.15,,,,0.0,7.471356563650271e-06,inf,inf,-inf,-inf,294.1499813763667,0.15000000000078703,inf,inf,-inf,-inf
"(4500.0, 22500.0)",150.0,294.15,292.15,280.15,0.01071429836563477,22500.0,0.0,,,,,,,,,,,,294.14998137636496,303.15,288.15,0.010714299967069615,0.05,0.0,,,,,,,,,,,,
"(4500.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763654,303.15,288.15,,,,0.0,7.471356526658683e-06,inf,inf,-inf,-inf,294.1499813763654,0.14999999999976768,inf,inf,-inf,-inf
"(4500.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.4713565651973824e-06,inf,inf,-inf,-inf,294.1499813763668,0.1499999999997823,inf,inf,-inf,-inf
"(4500.0, 23400.0)",150.0,294.15,292.15,280.15,0.010714298365633947,23400.0,0.0,,,,,,,,,,,,294.14998137636695,303.15,288.15,0.010714299967089145,0.05,0.0,,,,,,,,,,,,
"(4500.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763669,303.15,288.15,,,,0.0,7.471356567717984e-06,inf,inf,-inf,-inf,294.1499813763669,0.15000000000005664,inf,inf,-inf,-inf
"(4500.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.471356564964223e-06,inf,inf,-inf,-inf,294.1499813763668,0.15000000000005567,inf,inf,-inf,-inf
"(4500.0, 24300.0)",150.0,294.15,292.15,280.15,0.0107142983656348,24300.0,0.0,,,,,,,,,,,,294.14998137636644,303.15,288.15,0.01071429996708491,0.05,0.0,,,,,,,,,,,,
"(4500.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763665,303.15,288.15,,,,0.0,7.471356556394282e-06,inf,inf,-inf,-inf,294.1499813763665,0.14999999999999322,inf,inf,-inf,-inf
"(4500.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.471356565056493e-06,inf,inf,-inf,-inf,294.1499813763668,0.1499999999999964,inf,inf,-inf,-inf
"(4500.0, 25200.0)",150.0,294.15,292.15,280.15,0.010714298365635302,25200.0,0.0,,,,,,,,,,,,294.14998137636655,303.15,288.15,0.01071429996708557,0.05,0.0,,,,,,,,,,,,
"(4500.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763666,303.15,288.15,,,,0.0,7.4713565593507706e-06,inf,inf,-inf,-inf,294.1499813763666,0.15000000000000352,inf,inf,-inf,-inf
"(4500.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636684,303.15,288.15,,,,0.0,7.471356565560939e-06,inf,inf,-inf,-inf,294.14998137636684,0.1500000000000058,inf,inf,-inf,-inf
"(4500.0, 26100.0)",150.0,294.15,292.15,280.15,0.010714298365633694,26100.0,0.0,,,,,,,,,,,,294.1499813763665,303.15,288.15,0.01071429996708523,0.05,0.0,,,,,,,,,,,,
"(4500.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137636655,303.15,288.15,,,,0.0,7.471356558075092e-06,inf,inf,-inf,-inf,294.14998137636655,0.14999999999999833,inf,inf,-inf,-inf
"(4500.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.47135656529204e-06,inf,inf,-inf,-inf,294.1499813763668,0.15000000000000097,inf,inf,-inf,-inf
"(4500.0, 27000.0)",150.0,294.15,292.15,280.15,0.010714298365635946,27000.0,0.0,,,,,,,,,,,,294.14998137636655,303.15,288.15,0.010714299967086123,0.05,0.0,,,,,,,,,,,,
"(4500.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763666,303.15,288.15,,,,0.0,7.47135655911247e-06,inf,inf,-inf,-inf,294.1499813763666,0.15000000000001118,inf,inf,-inf,-inf
"(4500.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763667,303.15,288.15,,,,0.0,7.471356563739153e-06,inf,inf,-inf,-inf,294.1499813763667,0.15000000000001287,inf,inf,-inf,-inf
"(4500.0, 27900.0)",150.0,294.15,292.15,280.15,0.010714298365630667,27900.0,0.0,,,,,,,,,,,,294.14998137636644,303.15,288.15,0.01071429996708204,0.05,0.0,,,,,,,,,,,,
"(4500.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137636655,303.15,288.15,,,,0.0,7.471356557957124e-06,inf,inf,-inf,-inf,294.14998137636655,0.14999999999995361,inf,inf,-inf,-inf
"(4500.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636707,303.15,288.15,,,,0.0,7.471356573141893e-06,inf,inf,-inf,-inf,294.14998137636707,0.14999999999995917,inf,inf,-inf,-inf
"(4500.0, 28800.0)",150.0,294.15,292.15,280.15,0.010714298365649183,28800.0,0.0,,,,,,,,,,,,294.14998137636695,303.15,288.15,0.010714299967100474,0.05,0.0,,,,,,,,,,,,
"(4500.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137636655,303.15,288.15,,,,0.0,7.471356558441971e-06,inf,inf,-inf,-inf,294.14998137636655,0.15000000000021188,inf,inf,-inf,-inf
"(4500.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636576,303.15,288.15,,,,0.0,7.471356535677129e-06,inf,inf,-inf,-inf,294.14998137636576,0.15000000000020294,inf,inf,-inf,-inf
"(4500.0, 29700.0)",150.0,294.15,292.15,280.15,0.010714298365579859,29700.0,0.0,,,,,,,,,,,,294.14998137636513,303.15,288.15,0.010714299967031587,0.05,0.0,,,,,,,,,,,,
"(4500.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763666,303.15,288.15,,,,0.0,7.471356559986493e-06,inf,inf,-inf,-inf,294.1499813763666,0.149999999999248,inf,inf,-inf,-inf
"(4500.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763707,303.15,288.15,,,,0.0,7.471356676050999e-06,inf,inf,-inf,-inf,294.1499813763707,0.14999999999929156,inf,inf,-inf,-inf
"(4500.0, 30600.0)",150.0,294.15,292.15,280.15,0.010714298365837035,30600.0,0.0,,,,,,,,,,,,294.1499813763717,303.15,288.15,0.010714299967287899,0.05,0.0,,,,,,,,,,,,
"(4500.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763663,303.15,288.15,,,,0.0,7.47135655295516e-06,inf,inf,-inf,-inf,294.1499813763663,0.1500000000028332,inf,inf,-inf,-inf
"(4500.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763523,303.15,288.15,,,,0.0,7.471356151245102e-06,inf,inf,-inf,-inf,294.1499813763523,0.15000000000268246,inf,inf,-inf,-inf
"(4500.0, 31500.0)",150.0,294.15,292.15,280.15,0.010714298364879386,31500.0,0.0,,,,,,,,,,,,294.14998137634694,303.15,288.15,0.01071429996632944,0.05,0.0,,,,,,,,,,,,
"(4500.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763673,303.15,288.15,,,,0.0,7.471356579688803e-06,inf,inf,-inf,-inf,294.1499813763673,0.14999999998942518,inf,inf,-inf,-inf
"(4500.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,,294.149981376421,303.15,288.15,,,,0.0,7.471358112942076e-06,inf,inf,-inf,-inf,294.149981376421,0.14999999999000072,inf,inf,-inf,-inf
"(4500.0, 32400.0)",150.0,294.15,292.15,280.15,0.010714298368452642,32400.0,0.0,,,,,,,,,,,,294.1499813764396,303.15,288.15,0.010714299969910265,0.05,0.0,,,,,,,,,,,,
"(4500.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137636377,303.15,288.15,,,,0.0,7.471356478989991e-06,inf,inf,-inf,-inf,294.14998137636377,0.15000000003951872,inf,inf,-inf,-inf
"(4500.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,,294.1499813761642,303.15,288.15,,,,0.0,7.47135078269516e-06,inf,inf,-inf,-inf,294.1499813761642,0.15000000003738062,inf,inf,-inf,-inf
"(4500.0, 33300.0)",150.0,294.15,292.15,280.15,0.010714298355105982,33300.0,0.0,,,,,,,,,,,,294.1499813760936,303.15,288.15,0.010714299956536959,0.05,0.0,,,,,,,,,,,,
"(4500.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137637707,303.15,288.15,,,,0.0,7.4713568587590586e-06,inf,inf,-inf,-inf,294.14998137637707,0.14999999985243542,inf,inf,-inf,-inf
"(4500.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,,294.14998137712337,303.15,288.15,,,,0.0,7.471378161042194e-06,inf,inf,-inf,-inf,294.14998137712337,0.14999999986043142,inf,inf,-inf,-inf
"(4500.0, 34200.0)",150.0,294.15,292.15,280.15,0.010714298404954123,34200.0,0.0,,,,,,,,,,,,294.14998137738576,303.15,288.15,0.010714300006482925,0.05,0.0,,,,,,,,,,,,
"(4500.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813763272,303.15,288.15,,,,0.0,7.471355435541594e-06,inf,inf,-inf,-inf,294.1499813763272,0.1500000005511438,inf,inf,-inf,-inf
"(4500.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,,294.14998137354115,303.15,288.15,,,,0.0,7.471275918393576e-06,inf,inf,-inf,-inf,294.14998137354115,0.15000000052129311,inf,inf,-inf,-inf
"(4500.0, 35100.0)",150.0,294.15,292.15,280.15,0.010714298218813858,35100.0,0.0,,,,,,,,,,,,294.1499813725598,303.15,288.15,0.010714299819973797,0.05,0.0,,,,,,,,,,,,
"(4500.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137651276,303.15,288.15,,,,0.0,7.471360732410275e-06,inf,inf,-inf,-inf,294.14998137651276,0.1499999979420076,inf,inf,-inf,-inf
"(4500.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,,294.14998138691703,303.15,288.15,,,,0.0,7.471657819662814e-06,inf,inf,-inf,-inf,294.14998138691703,0.1499999980534818,inf,inf,-inf,-inf
"(4500.0, 36000.0)",150.0,294.15,292.15,280.15,0.010714298914245579,36000.0,0.0,,,,,,,,,,,,294.1499813905801,303.15,288.15,0.010714300516781348,0.05,0.0,,,,,,,,,,,,
"(4500.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813758098,303.15,288.15,,,,0.0,7.471340666066811e-06,inf,inf,-inf,-inf,294.1499813758098,0.15000000768976812,inf,inf,-inf,-inf
"(4500.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,,294.14998133693496,303.15,288.15,,,,0.0,7.470232538674176e-06,inf,inf,-inf,-inf,294.14998133693496,0.15000000727325188,inf,inf,-inf,-inf
"(4500.0, 36900.0)",150.0,294.15,292.15,280.15,0.010714296321011778,36900.0,0.0,,,,,,,,,,,,294.1499813232466,303.15,288.15,0.010714297918414353,0.05,0.0,,,,,,,,,,,,
"(4500.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813782974,303.15,288.15,,,,0.0,7.471411676460636e-06,inf,inf,-inf,-inf,294.1499813782974,0.14999997133933174,inf,inf,-inf,-inf
"(4500.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,,294.1499815231896,303.15,288.15,,,,0.0,7.4755685766654015e-06,inf,inf,-inf,-inf,294.1499815231896,0.14999997289174957,inf,inf,-inf,-inf
"(4500.0, 37800.0)",150.0,294.15,292.15,280.15,0.010714306059901417,37800.0,0.0,,,,,,,,,,,,294.1499815742068,303.15,288.15,0.010714307676534331,0.05,0.0,,,,,,,,,,,,
"(4500.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,,294.14998136708425,303.15,288.15,,,,0.0,7.471091688724734e-06,inf,inf,-inf,-inf,294.14998136708425,0.15000010783268858,inf,inf,-inf,-inf
"(4500.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,,294.1499808219442,303.15,288.15,,,,0.0,7.45582532860451e-06,inf,inf,-inf,-inf,294.1499808219442,0.15000010199189034,inf,inf,-inf,-inf
"(4500.0, 38700.0)",150.0,294.15,292.15,280.15,0.01071427044484751,38700.0,0.0,,,,,,,,,,,,294.14998062999615,303.15,288.15,0.01071427199026884,0.05,0.0,,,,,,,,,,,,
"(4500.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813821966,303.15,288.15,,,,0.0,7.471523002550997e-06,inf,inf,-inf,-inf,294.1499813821966,0.14999960838755408,inf,inf,-inf,-inf
"(4500.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,,294.149983361965,303.15,288.15,,,,0.0,7.532144638975663e-06,inf,inf,-inf,-inf,294.149983361965,0.14999962959933147,inf,inf,-inf,-inf
"(4500.0, 39600.0)",150.0,294.15,292.15,280.15,0.010714414014607886,39600.0,0.0,,,,,,,,,,,,294.14998405905527,303.15,288.15,0.010714415840815717,0.05,0.0,,,,,,,,,,,,
"(4500.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,,294.14998095184865,303.15,288.15,,,,0.0,7.459412341985093e-06,inf,inf,-inf,-inf,294.14998095184865,0.15000161768160558,inf,inf,-inf,-inf
"(4500.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,,294.1499727737805,303.15,288.15,,,,0.0,7.281870483792642e-06,inf,inf,-inf,-inf,294.1499727737805,0.15000153005838288,inf,inf,-inf,-inf
"(4500.0, 40500.0)",150.0,294.15,292.15,280.15,0.01071400450112345,40500.0,0.0,,,,,,,,,,,,294.1499698942254,303.15,288.15,0.010714005119153032,0.05,0.0,,,,,,,,,,,,
"(4500.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,,294.1499778945868,303.15,288.15,,,,0.0,7.382564416650371e-06,inf,inf,-inf,-inf,294.1499778945868,0.14999583483063267,inf,inf,-inf,-inf
"(4500.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,,294.1499989513112,303.15,288.15,,,,0.0,8.649089759020886e-06,inf,inf,-inf,-inf,294.1499989513112,0.14999606043248528,inf,inf,-inf,-inf
"(4500.0, 41400.0)",150.0,294.15,292.15,280.15,0.019945150896006954,41400.0,0.0,,,,,,,,,,,,294.15000636554146,303.15,288.15,0.019945137079760717,0.05,0.0,,,,,,,,,,,,
"(4500.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,,293.9090884434356,303.15,288.15,,,,0.0,6.6617734917799115e-06,inf,inf,-inf,-inf,293.9090884434356,0.27442690509687584,inf,inf,-inf,-inf
"(4500.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,,293.2943998203319,303.15,288.15,,,,0.0,6.661713965646636e-06,inf,inf,-inf,-inf,293.2943998203319,0.2621668562477022,inf,inf,-inf,-inf
"(4500.0, 42300.0)",150.0,294.15,292.15,280.15,7.147238829667552e-08,42300.0,0.0,,,,,,,,,,,,293.0853344394908,303.15,288.15,7.147238986149686e-08,0.05,0.0,,,,,,,,,,,,
"(4500.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,,293.37062123003244,303.15,288.15,,,,0.0,6.661715294110354e-06,inf,inf,-inf,-inf,293.37062123003244,9.449093947640605e-07,inf,inf,-inf,-inf
"(4500.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,,294.1500390388147,303.15,288.15,,,,0.0,3.7327207960051865e-05,inf,inf,-inf,-inf,294.1500390388147,1.0006162482583451e-06,inf,inf,-inf,-inf
"(4500.0, 43200.0)",,,,,,,,,,,,,,,,,,,294.4353256846254,303.15,288.15,,,,,,,,,,,,,,,
"(5400.0, 0.0)",150.0,294.15,292.15,280.15,0.010764960784191438,0.0,0.0,1000.0,100000.0,250.0,1.0,900.0,7200.0,900.0,10.0,294.15138185586835,0.010764960784191438,0.0,294.15138209375056,303.15,288.15,0.010761761918934744,0.05,0.0,,,,,,,,,,,,
"(5400.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,,294.15010324369547,303.15,288.15,,,,0.0,0.00010073197712082136,inf,inf,-inf,-inf,294.15010324369547,0.1506657779630919,inf,inf,-inf,-inf
"(5400.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,,294.1467378699203,303.15,288.15,,,,0.0,6.668477314900026e-06,inf,inf,-inf,-inf,294.1467378699203,0.15062956064831234,inf,inf,-inf,-inf
"(5400.0, 900.0)",150.0,294.15,292.15,280.15,0.010677664427578872,900.0,0.0,,,,,,,,,,,,294.14555309538514,303.15,288.15,0.031558845901927327,0.05,0.0,,,,,,,,,,,,
"(5400.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,,293.60853324883743,303.15,288.15,,,,0.0,6.661724859409868e-06,inf,inf,-inf,-inf,293.60853324883743,0.42473577682286556,inf,inf,-inf,-inf
"(5400.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,,292.28914401672336,303.15,288.15,,,,0.0,6.661840309441599e-06,inf,inf,-inf,-inf,292.28914401672336,0.383097375395048,inf,inf,-inf,-inf
"(5400.0, 1800.0)",150.0,294.15,292.15,280.15,0.010714592213745395,1800.0,0.0,,,,,,,,,,,,291.8603039104038,303.15,288.15,-9.552376649158155e-09,0.05,0.0,,,,,,,,,,,,
"(5400.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,,292.14559269404396,303.15,288.15,,,,0.0,0.004404394546958036,inf,inf,-inf,-inf,292.14559269404396,-1.1458641954339783e-07,inf,inf,-inf,-inf
"(5400.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,,292.9250161722023,303.15,288.15,,,,0.0,6.661715389842855e-06,inf,inf,-inf,-inf,292.9250161722023,-1.2203176617596288e-07,inf,inf,-inf,-inf
"(5400.0, 2700.0)",150.0,294.15,292.15,280.15,0.010714182821000262,2700.0,0.0,,,,,,,,,,,,293.21030497518564,303.15,288.15,0.011495688362788579,0.05,0.0,,,,,,,,,,,,
"(5400.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,,293.21004697007,303.15,288.15,,,,0.0,6.661713179445969e-06,inf,inf,-inf,-inf,293.21004697007,0.15013422997130585,inf,inf,-inf,-inf
"(5400.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,,293.2093697179482,303.15,288.15,,,,0.0,6.661713175823113e-06,inf,inf,-inf,-inf,293.2093697179482,0.1501264444919715,inf,inf,-inf,-inf
"(5400.0, 3600.0)",150.0,294.15,292.15,280.15,0.010714324686768311,3600.0,0.0,,,,,,,,,,,,293.2091319401009,303.15,288.15,0.011485970774796926,0.05,0.0,,,,,,,,,,,,
"(5400.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,,293.2091379432673,303.15,288.15,,,,0.0,6.661713174592843e-06,inf,inf,-inf,-inf,293.2091379432673,0.1499968767604101,inf,inf,-inf,-inf
"(5400.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,,293.2091537018382,303.15,288.15,,,,0.0,6.661713174676334e-06,inf,inf,-inf,-inf,293.2091537018382,0.1499970577628952,inf,inf,-inf,-inf
"(5400.0, 4500.0)",150.0,294.15,292.15,280.15,0.010714289484810794,4500.0,0.0,,,,,,,,,,,,293.20915923474604,303.15,288.15,0.011486177581986815,0.05,0.0,,,,,,,,,,,,
"(5400.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,,293.2091595694104,303.15,288.15,,,,0.0,6.661713174707429e-06,inf,inf,-inf,-inf,293.2091595694104,0.14999982588575106,inf,inf,-inf,-inf
"(5400.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,,293.20916044791846,303.15,288.15,,,,0.0,6.661713174712083e-06,inf,inf,-inf,-inf,293.20916044791846,0.14999983597645056,inf,inf,-inf,-inf
"(5400.0, 5400.0)",150.0,294.15,292.15,280.15,0.010714299105602284,5400.0,0.0,,,,,,,,,,,,293.20916075636626,303.15,288.15,0.011487023446091127,0.05,0.0,,,,,,,,,,,,
"(5400.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,,293.2091402847998,303.15,288.15,,,,0.0,6.661713174605249e-06,inf,inf,-inf,-inf,293.2091402847998,0.15001065063728855,inf,inf,-inf,-inf
"(5400.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,,293.20908654624736,303.15,288.15,,,,0.0,6.661713174320684e-06,inf,inf,-inf,-inf,293.20908654624736,0.15001003334127672,inf,inf,-inf,-inf
"(5400.0, 6300.0)",150.0,294.15,292.15,280.15,0.010714296543628987,6300.0,0.0,,,,,,,,,,,,293.2090676784627,303.15,288.15,0.011449770071996162,0.05,0.0,,,,,,,,,,,,
"(5400.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,,293.2099641410676,303.15,288.15,,,,0.0,6.661713179000652e-06,inf,inf,-inf,-inf,293.2099641410676,0.14953358656373913,inf,inf,-inf,-inf
"(5400.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,,293.21231768463105,303.15,288.15,,,,0.0,6.661713191897147e-06,inf,inf,-inf,-inf,293.21231768463105,0.1495605340963952,inf,inf,-inf,-inf
