,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(63900.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,291.85912500994897,303.15,288.15,,,,9.177102720017165e-05,inf,-inf,92.3353621741111,92.3353621741111,inf,inf,-inf,-inf
"(63900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,291.81333045826744,303.15,288.15,,,,0.020000017003527874,inf,-inf,92.3353621741111,92.3353621741111,inf,inf,-inf,-inf
"(63900.0, 3600.0)",297.25,291.75,273.246188476635,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.79954293238,303.15,288.15,91.60523218007897,200.0,0.0,,,,,,,,,
"(63900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,291.7785973418144,303.15,288.15,,,,9.176330025460324e-05,inf,-inf,91.60523218007897,91.60523218007897,inf,inf,-inf,-inf
"(63900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,291.72999712522557,303.15,288.15,,,,0.020000017545392473,inf,-inf,91.60523218007897,91.60523218007897,inf,inf,-inf,-inf
"(63900.0, 4500.0)",297.3333333333333,291.6666666666667,273.32048383937985,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7153648879889,303.15,288.15,90.82697335513474,200.0,0.0,,,,,,,,,
"(63900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,291.69467370517555,303.15,288.15,,,,9.179180024946648e-05,inf,-inf,90.82697335513474,90.82697335513474,inf,inf,-inf,-inf
"(63900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,291.64666379287166,303.15,288.15,,,,0.020000017399283098,inf,-inf,90.82697335513474,90.82697335513474,inf,inf,-inf,-inf
"(63900.0, 5400.0)",297.4166666666667,291.5833333333333,273.4154599317653,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6322092806112,303.15,288.15,89.93334652746883,200.0,0.0,,,,,,,,,
"(63900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,291.6114645711045,303.15,288.15,,,,9.180153961539941e-05,inf,-inf,89.93334652746883,89.93334652746883,inf,inf,-inf,-inf
"(63900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,291.5633304603978,303.15,288.15,,,,0.020000017373107717,inf,-inf,89.93334652746883,89.93334652746883,inf,inf,-inf,-inf
"(63900.0, 6300.0)",297.5,291.5,273.53071005158273,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5488385552898,303.15,288.15,88.94086683005354,200.0,0.0,,,,,,,,,
"(63900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,291.5281051076531,303.15,288.15,,,,9.180772471208113e-05,inf,-inf,88.94086683005354,88.94086683005354,inf,inf,-inf,-inf
"(63900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,291.47999712795104,303.15,288.15,,,,0.02000001731994036,inf,-inf,88.94086683005354,88.94086683005354,inf,inf,-inf,-inf
"(63900.0, 7200.0)",297.5833333333333,291.4166666666667,273.6657406801256,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.465513090196,303.15,288.15,87.84895496284155,200.0,0.0,,,,,,,,,
"(63900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,291.4447772730928,303.15,288.15,,,,9.180987431496747e-05,inf,-inf,87.84895496284155,87.84895496284155,inf,inf,-inf,-inf
"(63900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,291.3966637954994,303.15,288.15,,,,0.020000017271536684,inf,-inf,87.84895496284155,87.84895496284155,inf,inf,-inf,-inf
"(63900.0, 8100.0)",297.6666666666667,291.3333333333333,273.8199735955122,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.38217810247494,303.15,288.15,86.66114309332352,200.0,0.0,,,,,,,,,
"(63900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,291.3614427839015,303.15,288.15,,,,9.181091381296219e-05,inf,-inf,86.66114309332352,86.66114309332352,inf,inf,-inf,-inf
"(63900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,291.3133304630504,303.15,288.15,,,,0.02000001722054529,inf,-inf,86.66114309332352,86.66114309332352,inf,inf,-inf,-inf
"(63900.0, 9000.0)",297.75,291.25,273.99274834872057,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2988451182905,303.15,288.15,85.38059858969564,200.0,0.0,,,,,,,,,
"(63900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,291.27810969482744,303.15,288.15,,,,9.181157966205984e-05,inf,-inf,85.38059858969564,85.38059858969564,inf,inf,-inf,-inf
"(63900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,291.2299971306003,303.15,288.15,,,,0.02000001717067089,inf,-inf,85.38059858969564,85.38059858969564,inf,inf,-inf,-inf
"(63900.0, 9900.0)",297.8333333333333,291.1666666666667,274.18332509173257,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2155117125662,303.15,288.15,84.0110490700105,200.0,0.0,,,,,,,,,
"(63900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,291.194776311175,303.15,288.15,,,,9.18125848122193e-05,inf,-inf,84.0110490700105,84.0110490700105,inf,inf,-inf,-inf
"(63900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.14666379816134,303.15,288.15,,,,0.0200000171096154,inf,-inf,84.0110490700105,84.0110490700105,inf,inf,-inf,-inf
"(63900.0, 10800.0)",297.9166666666667,291.0833333333333,274.3908877456768,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1321783955463,303.15,288.15,82.55656895691588,200.0,0.0,,,,,,,,,
"(63900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.11144298949773,303.15,288.15,,,,9.181438337869213e-05,inf,-inf,82.55656895691588,82.55656895691588,inf,inf,-inf,-inf
"(63900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.0633304656775,303.15,288.15,,,,0.020000017093388247,inf,-inf,82.55656895691588,82.55656895691588,inf,inf,-inf,-inf
"(63900.0, 11700.0)",298.0,291.0,274.61454749540343,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0488450598089,303.15,288.15,81.02160358765082,200.0,0.0,,,,,,,,,
"(63900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.0281096548073,303.15,288.15,,,,9.181741127420925e-05,inf,-inf,81.02160358765082,81.02160358765082,inf,inf,-inf,-inf
"(63900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,290.9799971334161,303.15,288.15,,,,0.020000016854896586,inf,-inf,81.02160358765082,81.02160358765082,inf,inf,-inf,-inf
"(63900.0, 12600.0)",298.0833333333333,290.9166666666667,274.85334659552734,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9655117282787,303.15,288.15,79.41094139969807,200.0,0.0,,,,,,,,,
"(63900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,290.9447763227418,303.15,288.15,,,,9.182209350010514e-05,inf,-inf,79.41094139969807,79.41094139969807,inf,inf,-inf,-inf
"(63900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,290.8966638001087,303.15,288.15,,,,0.020000017662301556,inf,-inf,79.41094139969807,79.41094139969807,inf,inf,-inf,-inf
"(63900.0, 13500.0)",298.1666666666667,290.8333333333333,275.1062624716406,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.88217839459753,303.15,288.15,77.7296954401905,200.0,0.0,,,,,,,,,
"(63900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,290.8614429906739,303.15,288.15,,,,9.18288372778762e-05,inf,-inf,77.7296954401905,77.7296954401905,inf,inf,-inf,-inf
"(63900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,290.8133304717841,303.15,288.15,,,,0.020000013486804767,inf,-inf,77.7296954401905,77.7296954401905,inf,inf,-inf,-inf
"(63900.0, 14400.0)",298.25,290.75,275.37221209913344,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7988450674,303.15,288.15,75.983280252585,200.0,0.0,,,,,,,,,
"(63900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,290.7781096560081,303.15,288.15,,,,9.183794969016899e-05,inf,-inf,75.983280252585,75.983280252585,inf,inf,-inf,-inf
"(63900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,290.72999711978963,303.15,288.15,,,,0.020000032981284128,inf,-inf,75.983280252585,75.983280252585,inf,inf,-inf,-inf
"(63900.0, 15300.0)",298.3333333333333,290.6666666666667,275.65005664087147,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7155117101882,303.15,288.15,74.17739272420421,200.0,0.0,,,,,,,,,
"(63900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,290.694776334255,303.15,288.15,,,,9.184947265063003e-05,inf,-inf,74.17739272420421,74.17739272420421,inf,inf,-inf,-inf
"(63900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,290.64666388031173,303.15,288.15,,,,0.019999939959458802,inf,-inf,74.17739272420421,74.17739272420421,inf,inf,-inf,-inf
"(63900.0, 16200.0)",298.4166666666667,290.5833333333333,275.9386063238716,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.63217849548124,303.15,288.15,72.31796889040818,200.0,0.0,,,,,,,,,
"(63900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,290.61144295102866,303.15,288.15,,,,9.186293163008251e-05,inf,-inf,72.31796889040818,72.31796889040818,inf,inf,-inf,-inf
"(63900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,290.5633301060687,303.15,288.15,,,,0.020000381701132254,inf,-inf,72.31796889040818,72.31796889040818,inf,inf,-inf,-inf
"(63900.0, 17100.0)",298.5,290.5,276.2366255340922,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54884460351343,303.15,288.15,70.41124779683236,200.0,0.0,,,,,,,,,
"(63900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,290.5281098600216,303.15,288.15,,,,9.187705693755737e-05,inf,-inf,70.41124779683236,70.41124779683236,inf,inf,-inf,-inf
"(63900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,290.4799988735369,303.15,288.15,,,,0.019998281739322016,inf,-inf,70.41124779683236,70.41124779683236,inf,inf,-inf,-inf
"(63900.0, 18000.0)",298.5833333333333,290.4166666666667,276.5428381075225,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.4655139305193,303.15,288.15,68.46332045313582,200.0,0.0,,,,,,,,,
"(63900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,290.44477538013643,303.15,288.15,,,,9.188976262394261e-05,inf,-inf,68.46332045313582,68.46332045313582,inf,inf,-inf,-inf
"(63900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,290.39665556049283,303.15,288.15,,,,0.020008262253324405,inf,-inf,68.46332045313582,68.46332045313582,inf,inf,-inf,-inf
"(63900.0, 18900.0)",298.6666666666667,290.3333333333333,276.8559327949123,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3821679580452,303.15,288.15,66.4821205492002,200.0,0.0,,,,,,,,,
"(63900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,290.36144750149214,303.15,288.15,,,,9.189878599951396e-05,inf,-inf,66.4821205492002,66.4821205492002,inf,inf,-inf,-inf
"(63900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,290.3133696651025,303.15,288.15,,,,0.01996082528673161,inf,-inf,66.4821205492002,66.4821205492002,inf,inf,-inf,-inf
"(63900.0, 19800.0)",298.75,290.25,277.17456887674314,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2988947027,303.15,288.15,64.46780481218555,200.0,0.0,,,,,,,,,
"(63900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,290.2780882477449,303.15,288.15,,,,9.190290620581228e-05,inf,-inf,64.46780481218555,64.46780481218555,inf,inf,-inf,-inf
"(63900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,290.2298108685944,303.15,288.15,,,,0.020186288620318682,inf,-inf,64.46780481218555,64.46780481218555,inf,inf,-inf,-inf
"(63900.0, 20700.0)",298.8333333333333,290.1666666666667,277.4973819043947,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.21527582915485,303.15,288.15,62.45831219440986,200.0,0.0,,,,,,,,,
"(63900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,290.1948781171784,303.15,288.15,,,,9.190418569762136e-05,inf,-inf,62.45831219440986,62.45831219440986,inf,inf,-inf,-inf
"(63900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,290.14754914753837,303.15,288.15,,,,0.019114680524148456,inf,-inf,62.45831219440986,62.45831219440986,inf,inf,-inf,-inf
"(63900.0, 21600.0)",298.9166666666667,290.0833333333333,277.8229895429233,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1332996490681,303.15,288.15,60.31265934265207,200.0,0.0,,,,,,,,,
"(63900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,290.1109592170753,303.15,288.15,,,,9.190097790781749e-05,inf,-inf,60.31265934265207,60.31265934265207,inf,inf,-inf,-inf
"(63900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,290.05912253908156,303.15,288.15,,,,0.02420794321274314,inf,-inf,60.31265934265207,60.31265934265207,inf,inf,-inf,-inf
"(63900.0, 22500.0)",299.0,290.0,278.1499974904327,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.043515889087,303.15,288.15,59.31819135404689,200.0,0.0,,,,,,,,,
"(63900.0, 22690.192378864667)",,,,,,,,,,,,,,,,,290.040821806788,303.15,288.15,,,,9.194557847333975e-05,inf,-inf,59.31819135404689,59.31819135404689,inf,inf,-inf,-inf
"(63900.0, 23209.807621135333)",,,,,,,,,,,,,,,,,290.03457070668986,303.15,288.15,,,,9.193182396163006e-05,inf,-inf,59.31819135404689,59.31819135404689,inf,inf,-inf,-inf
"(63900.0, 23400.0)",298.9166666666667,290.0833333333333,278.47700544868854,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03268866611353,303.15,288.15,59.11027468909284,200.0,0.0,,,,,,,,,
"(63900.0, 23590.192378864667)",,,,,,,,,,,,,,,,,290.056705542501,303.15,288.15,,,,0.026624935273054724,inf,-inf,59.11027468909284,59.11027468909284,inf,inf,-inf,-inf
"(63900.0, 24109.807621135333)",,,,,,,,,,,,,,,,,290.1124320874539,303.15,288.15,,,,9.190627454469058e-05,inf,-inf,59.11027468909284,59.11027468909284,inf,inf,-inf,-inf
"(63900.0, 24300.0)",298.8333333333333,290.1666666666667,278.8026131194102,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1292098733018,303.15,288.15,57.722589511333,200.0,0.0,,,,,,,,,
"(63900.0, 24490.192378864667)",,,,,,,,,,,,,,,,,290.1488583002257,303.15,288.15,,,,0.01780553247358431,inf,-inf,57.722589511333,57.722589511333,inf,inf,-inf,-inf
"(63900.0, 25009.807621135333)",,,,,,,,,,,,,,,,,290.1944486979345,303.15,288.15,,,,9.190129575722115e-05,inf,-inf,57.722589511333,57.722589511333,inf,inf,-inf,-inf
"(63900.0, 25200.0)",298.75,290.25,279.1254262005636,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.20817475847036,303.15,288.15,56.58359412697019,200.0,0.0,,,,,,,,,
"(63900.0, 25390.192378864667)",,,,,,,,,,,,,,,,,290.22927022229914,303.15,288.15,,,,0.020726933358013032,inf,-inf,56.58359412697019,56.58359412697019,inf,inf,-inf,-inf
"(63900.0, 25909.807621135333)",,,,,,,,,,,,,,,,,290.2782181909856,303.15,288.15,,,,9.190352960927269e-05,inf,-inf,56.58359412697019,56.58359412697019,inf,inf,-inf,-inf
"(63900.0, 26100.0)",298.6666666666667,290.3333333333333,279.444062356976,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29295512716214,303.15,288.15,55.38773404703323,200.0,0.0,,,,,,,,,
"(63900.0, 26290.192378864667)",,,,,,,,,,,,,,,,,290.3135712638426,303.15,288.15,,,,0.019759227162785612,inf,-inf,55.38773404703323,55.38773404703323,inf,inf,-inf,-inf
"(63900.0, 26809.807621135333)",,,,,,,,,,,,,,,,,290.3614070460213,303.15,288.15,,,,9.190383430915291e-05,inf,-inf,55.38773404703323,55.38773404703323,inf,inf,-inf,-inf
"(63900.0, 27000.0)",298.5833333333333,290.4166666666667,279.75715713970783,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.375809132315,303.15,288.15,54.24533511728023,200.0,0.0,,,,,,,,,
"(63900.0, 27190.192378864667)",,,,,,,,,,,,,,,,,290.3965840453033,303.15,288.15,,,,0.020079777228299102,inf,-inf,54.24533511728023,54.24533511728023,inf,inf,-inf,-inf
"(63900.0, 27709.807621135333)",,,,,,,,,,,,,,,,,290.44478823738297,303.15,288.15,,,,9.190342320867473e-05,inf,-inf,54.24533511728023,54.24533511728023,inf,inf,-inf,-inf
"(63900.0, 27900.0)",298.5,290.5,280.06336982883215,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.4593012421344,303.15,288.15,53.128815517244725,200.0,0.0,,,,,,,,,
"(63900.0, 28090.192378864667)",,,,,,,,,,,,,,,,,290.4800235593685,303.15,288.15,,,,0.019973595982206528,inf,-inf,53.128815517244725,53.128815517244725,inf,inf,-inf,-inf
"(63900.0, 28609.807621135333)",,,,,,,,,,,,,,,,,290.52810571311085,303.15,288.15,,,,9.190061968908131e-05,inf,-inf,53.128815517244725,53.128815517244725,inf,inf,-inf,-inf
"(63900.0, 28800.0)",298.4166666666667,290.5833333333333,280.36138917460346,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54258197535313,303.15,288.15,52.05608886262729,200.0,0.0,,,,,,,,,
"(63900.0, 28990.192378864667)",,,,,,,,,,,,,,,,,290.5633217194408,303.15,288.15,,,,0.020008768303704644,inf,-inf,52.05608886262729,52.05608886262729,inf,inf,-inf,-inf
"(63900.0, 29509.807621135333)",,,,,,,,,,,,,,,,,290.6114443088472,303.15,288.15,,,,9.189605314006054e-05,inf,-inf,52.05608886262729,52.05608886262729,inf,inf,-inf,-inf
"(63900.0, 29700.0)",298.3333333333333,290.6666666666667,280.64993901243054,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6259327451963,303.15,288.15,51.02977262358868,200.0,0.0,,,,,,,,,
"(63900.0, 29890.192378864667)",,,,,,,,,,,,,,,,,290.64666670263784,303.15,288.15,,,,0.019997117641817105,inf,-inf,51.02977262358868,51.02977262358868,inf,inf,-inf,-inf
"(63900.0, 30409.807621135333)",,,,,,,,,,,,,,,,,290.69477586524414,303.15,288.15,,,,9.189038126581412e-05,inf,-inf,51.02977262358868,51.02977262358868,inf,inf,-inf,-inf
"(63900.0, 30600.0)",298.25,290.75,280.92778372760876,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.70926025913957,303.15,288.15,50.05729526655877,200.0,0.0,,,,,,,,,
"(63900.0, 30790.192378864667)",,,,,,,,,,,,,,,,,290.7299961758079,303.15,288.15,,,,0.02000097696014301,inf,-inf,50.05729526655877,50.05729526655877,inf,inf,-inf,-inf
"(63900.0, 31309.807621135333)",,,,,,,,,,,,,,,,,290.7781098844234,303.15,288.15,,,,9.188444861985267e-05,inf,-inf,50.05729526655877,50.05729526655877,inf,inf,-inf,-inf
"(63900.0, 31500.0)",298.1666666666667,290.8333333333333,281.19373354641226,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7925956470017,303.15,288.15,49.14418002127515,200.0,0.0,,,,,,,,,
"(63900.0, 31690.192378864667)",,,,,,,,,,,,,,,,,290.8133307866348,303.15,288.15,,,,0.019999698637086945,inf,-inf,49.14418002127515,49.14418002127515,inf,inf,-inf,-inf
"(63900.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.8614426922895,303.15,288.15,,,,9.18787512629461e-05,inf,-inf,49.14418002127515,49.14418002127515,inf,inf,-inf,-inf
"(63900.0, 32400.0)",298.0833333333333,290.9166666666667,281.4466496308875,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.87592791204406,303.15,288.15,48.29629663459527,200.0,0.0,,,,,,,,,
"(63900.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.8966636956302,303.15,288.15,,,,0.02000012214047064,inf,-inf,48.29629663459527,48.29629663459527,inf,inf,-inf,-inf
"(63900.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.94477709545384,303.15,288.15,,,,9.187359113974312e-05,inf,-inf,48.29629663459527,48.29629663459527,inf,inf,-inf,-inf
"(63900.0, 33300.0)",298.0,291.0,281.6854489555324,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95926276506316,303.15,288.15,47.51889773203996,200.0,0.0,,,,,,,,,
"(63900.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.9799971683541,303.15,288.15,,,,0.019999981917005763,inf,-inf,47.51889773203996,47.51889773203996,inf,inf,-inf,-inf
"(63900.0, 34009.80762113533)",,,,,,,,,,,,,,,,,291.0281073654681,303.15,288.15,,,,9.186901071426536e-05,inf,-inf,47.51889773203996,47.51889773203996,inf,inf,-inf,-inf
"(63900.0, 34200.0)",297.9166666666667,291.0833333333333,281.90910894497785,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0425920708264,303.15,288.15,46.81746503781258,200.0,0.0,,,,,,,,,
"(63900.0, 34390.19237886467)",,,,,,,,,,,,,,,,,291.0633304543487,303.15,288.15,,,,0.02000002842212184,inf,-inf,46.81746503781258,46.81746503781258,inf,inf,-inf,-inf
"(63900.0, 34909.80762113533)",,,,,,,,,,,,,,,,,291.1114498868246,303.15,288.15,,,,9.186520548708938e-05,inf,-inf,46.81746503781258,46.81746503781258,inf,inf,-inf,-inf
"(63900.0, 35100.0)",297.8333333333333,291.1666666666667,282.1166718528119,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1259373727056,303.15,288.15,46.19571409556828,200.0,0.0,,,,,,,,,
"(63900.0, 35290.19237886467)",,,,,,,,,,,,,,,,,291.1466638021911,303.15,288.15,,,,0.02000001307988273,inf,-inf,46.19571409556828,46.19571409556828,inf,inf,-inf,-inf
"(63900.0, 35809.80762113533)",,,,,,,,,,,,,,,,,291.1947554976222,303.15,288.15,,,,9.186163668746027e-05,inf,-inf,46.19571409556828,46.19571409556828,inf,inf,-inf,-inf
"(63900.0, 36000.0)",297.75,291.25,282.3072488627977,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.20923463261414,303.15,288.15,45.6613154708531,200.0,0.0,,,,,,,,,
"(63900.0, 36190.19237886467)",,,,,,,,,,,,,,,,,291.22999712957017,303.15,288.15,,,,0.020000018200746726,inf,-inf,45.6613154708531,45.6613154708531,inf,inf,-inf,-inf
"(63900.0, 36709.80762113533)",,,,,,,,,,,,,,,,,291.2781725126338,303.15,288.15,,,,9.186004473766753e-05,inf,-inf,45.6613154708531,45.6613154708531,inf,inf,-inf,-inf
"(63900.0, 36900.0)",297.6666666666667,291.3333333333333,282.4800238949205,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.292676843754,303.15,288.15,45.20861357683524,200.0,0.0,,,,,,,,,
"(63900.0, 37090.19237886467)",,,,,,,,,,,,,,,,,291.31333046366086,303.15,288.15,,,,0.020000016610064755,inf,-inf,45.20861357683524,45.20861357683524,inf,inf,-inf,-inf
"(63900.0, 37609.80762113533)",,,,,,,,,,,,,,,,,291.36125321846094,303.15,288.15,,,,9.185588737327328e-05,inf,-inf,45.20861357683524,45.20861357683524,inf,inf,-inf,-inf
"(63900.0, 37800.0)",297.5833333333333,291.4166666666667,282.63425709996795,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.37568148990607,303.15,288.15,44.870698097637245,200.0,0.0,,,,,,,,,
"(63900.0, 37990.19237886467)",,,,,,,,,,,,,,,,,291.3966637957389,303.15,288.15,,,,0.02000001703207341,inf,-inf,44.870698097637245,44.870698097637245,inf,inf,-inf,-inf
"(63900.0, 38509.80762113533)",,,,,,,,,,,,,,,,,291.4453492030479,303.15,288.15,,,,9.186329871026461e-05,inf,-inf,44.870698097637245,44.870698097637245,inf,inf,-inf,-inf
"(63900.0, 38700.0)",297.5,291.5,282.7692880276776,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.460007088952,303.15,288.15,44.56214518234933,200.0,0.0,,,,,,,,,
"(63900.0, 38890.19237886467)",,,,,,,,,,,,,,,,,291.4799971279106,303.15,288.15,,,,0.02000001736038726,inf,-inf,44.56214518234933,44.56214518234933,inf,inf,-inf,-inf
"(63900.0, 39409.80762113533)",,,,,,,,,,,,,,,,,291.5263801706788,303.15,288.15,,,,9.184667931780306e-05,inf,-inf,44.56214518234933,44.56214518234933,inf,inf,-inf,-inf
"(63900.0, 39600.0)",297.4166666666667,291.5833333333333,282.8845384548868,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54034487563575,303.15,288.15,44.553700416435554,200.0,0.0,,,,,,,,,
"(63900.0, 39790.19237886467)",,,,,,,,,,,,,,,,,291.5633304622856,303.15,288.15,,,,0.02000001548538633,inf,-inf,44.553700416435554,44.553700416435554,inf,inf,-inf,-inf
"(63900.0, 40309.80762113533)",,,,,,,,,,,,,,,,,291.6166640976447,303.15,288.15,,,,9.18967301038104e-05,inf,-inf,44.553700416435554,44.553700416435554,inf,inf,-inf,-inf
"(63900.0, 40500.0)",297.3333333333333,291.6666666666667,282.9795148615725,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6327214418297,303.15,288.15,44.03920782923714,200.0,0.0,,,,,,,,,
"(63900.0, 40690.19237886467)",,,,,,,,,,,,,,,,,291.64666379775474,303.15,288.15,,,,0.020000012516194782,inf,-inf,44.03920782923714,44.03920782923714,inf,inf,-inf,-inf
"(63900.0, 41209.80762113533)",,,,,,,,,,,,,,,,,291.6790143545747,303.15,288.15,,,,9.171074992847717e-05,inf,-inf,44.03920782923714,44.03920782923714,inf,inf,-inf,-inf
"(63900.0, 41400.0)",297.25,291.75,283.0538105441804,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.68875424989454,303.15,288.15,45.46184974953686,200.0,0.0,,,,,,,,,
"(63900.0, 41590.19237886467)",,,,,,,,,,,,,,,,,291.7299971774355,303.15,288.15,,,,0.019999965335587302,inf,-inf,45.46184974953686,45.46184974953686,inf,inf,-inf,-inf
"(63900.0, 42109.80762113533)",,,,,,,,,,,,,,,,,291.8256934627693,303.15,288.15,,,,9.197637762494472e-05,inf,-inf,45.46184974953686,45.46184974953686,inf,inf,-inf,-inf
"(63900.0, 42300.0)",297.1666666666667,291.8333333333333,283.10710735719147,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.854505078188,303.15,288.15,42.2920842690365,200.0,0.0,,,,,,,,,
"(63900.0, 42490.19237886467)",,,,,,,,,,,,,,,,,291.8284496930467,303.15,288.15,,,,0.004880968928300088,inf,-inf,42.2920842690365,42.2920842690365,inf,inf,-inf,-inf
"(63900.0, 43009.80762113533)",,,,,,,,,,,,,,,,,291.7679931803882,303.15,288.15,,,,0.06533725306095121,inf,-inf,42.2920842690365,42.2920842690365,inf,inf,-inf,-inf
"(63900.0, 43200.0)",,,,,,,,,,,,,,,,,291.7497913266146,303.15,288.15,,,,,,,,,,,,
"(64800.0, 0.0)",297.0,292.0,273.1501176284409,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,292.01253711859925,95.47236044230628,0.0,292.01253711859925,303.15,288.15,93.76862285653756,200.0,0.0,,,,,,,,,
"(64800.0, 190.19237886466843)",,,,,,,,,,,,,,,,,292.00273685742246,303.15,288.15,,,,9.215706518338059e-05,inf,-inf,93.76862285653756,93.76862285653756,inf,inf,-inf,-inf
