,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(0, 32209.807621135333)",,,,,,,,,,,,,,,,,,294.14883623516647,303.15,288.15,,,,0.0,8.97932116561569e-05,inf,inf,-inf,-inf,294.14883623516647,0.1499999995843099,0.010715176394675879,inf,inf,inf,-inf,-inf,-inf
"(0, 32400.0)",150.0,294.15,292.15,280.15,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14883623594847,303.15,288.15,0.010715176543432781,0.05,0.0,,,,,,,,,,,,,,,
"(0, 32590.192378864667)",,,,,,,,,,,,,,,,,,294.14883623279593,303.15,288.15,,,,0.0,8.979321023601853e-05,inf,inf,-inf,-inf,294.14883623279593,0.150000001641337,0.010715176543432781,inf,inf,inf,-inf,-inf,-inf
"(0, 33109.80762113533)",,,,,,,,,,,,,,,,,,294.1488362244985,303.15,288.15,,,,0.0,8.979320526676557e-05,inf,inf,-inf,-inf,294.1488362244985,0.1500000015524293,0.010715176543432781,inf,inf,inf,-inf,-inf,-inf
"(0, 33300.0)",150.0,294.15,292.15,280.15,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14883622157663,303.15,288.15,0.010715175987894694,0.05,0.0,,,,,,,,,,,,,,,
"(0, 33490.19237886467)",,,,,,,,,,,,,,,,,,294.1488362333503,303.15,288.15,,,,0.0,8.979321057452087e-05,inf,inf,-inf,-inf,294.1488362333503,0.14999999387037455,0.010715175987894694,inf,inf,inf,-inf,-inf,-inf
"(0, 34009.80762113533)",,,,,,,,,,,,,,,,,,294.14883626433834,303.15,288.15,,,,0.0,8.979322915058566e-05,inf,inf,-inf,-inf,294.14883626433834,0.14999999420241605,0.010715175987894694,inf,inf,inf,-inf,-inf,-inf
"(0, 34200.0)",150.0,294.15,292.15,280.15,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14883627524904,303.15,288.15,0.010715178062648675,0.05,0.0,,,,,,,,,,,,,,,
"(0, 34390.19237886467)",,,,,,,,,,,,,,,,,,294.1488362312779,303.15,288.15,,,,0.0,8.97932093062799e-05,inf,inf,-inf,-inf,294.1488362312779,0.1500000228923662,0.010715178062648675,inf,inf,inf,-inf,-inf,-inf
"(0, 34909.80762113533)",,,,,,,,,,,,,,,,,,294.1488361155478,303.15,288.15,,,,0.0,8.979313986961639e-05,inf,inf,-inf,-inf,294.1488361155478,0.15000002165229917,0.010715178062648675,inf,inf,inf,-inf,-inf,-inf
"(0, 35100.0)",150.0,294.15,292.15,280.15,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1488360747981,303.15,288.15,0.010715170315108045,0.05,0.0,,,,,,,,,,,,,,,
"(0, 35290.19237886467)",,,,,,,,,,,,,,,,,,294.1488362389897,303.15,288.15,,,,0.0,8.979321403908936e-05,inf,inf,-inf,-inf,294.1488362389897,0.14999991451825614,0.010715170315108045,inf,inf,inf,-inf,-inf,-inf
"(0, 35809.80762113533)",,,,,,,,,,,,,,,,,,294.14883667113565,303.15,288.15,,,,0.0,8.97934737055751e-05,inf,inf,-inf,-inf,294.14883667113565,0.14999991914876612,0.010715170315108045,inf,inf,inf,-inf,-inf,-inf
"(0, 36000.0)",150.0,294.15,292.15,280.15,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1488368232965,303.15,288.15,0.010715199259890309,0.05,0.0,,,,,,,,,,,,,,,
"(0, 36190.19237886467)",,,,,,,,,,,,,,,,,,294.1488362098009,303.15,288.15,,,,0.0,8.979319608130634e-05,inf,inf,-inf,-inf,294.1488362098009,0.15000031939939004,0.010715199259890309,inf,inf,inf,-inf,-inf,-inf
"(0, 36709.80762113533)",,,,,,,,,,,,,,,,,,294.1488345951045,303.15,288.15,,,,0.0,8.979222622593391e-05,inf,inf,-inf,-inf,294.1488345951045,0.1500003020976259,0.010715199259890309,inf,inf,inf,-inf,-inf,-inf
"(0, 36900.0)",150.0,294.15,292.15,280.15,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1488340265599,303.15,288.15,0.010715091318875013,0.05,0.0,,,,,,,,,,,,,,,
"(0, 37090.19237886467)",,,,,,,,,,,,,,,,,,294.14883631332765,303.15,288.15,,,,0.0,8.97932601316174e-05,inf,inf,-inf,-inf,294.14883631332765,0.14999880945806773,0.010715091318875013,inf,inf,inf,-inf,-inf,-inf
"(0, 37609.80762113533)",,,,,,,,,,,,,,,,,,294.1488423320135,303.15,288.15,,,,0.0,8.979690113874345e-05,inf,inf,-inf,-inf,294.1488423320135,0.14999887394878203,0.010715091318875013,inf,inf,inf,-inf,-inf,-inf
"(0, 37800.0)",150.0,294.15,292.15,280.15,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14884445122914,303.15,288.15,0.010715496627346093,0.05,0.0,,,,,,,,,,,,,,,
"(0, 37990.19237886467)",,,,,,,,,,,,,,,,,,294.14883584932704,303.15,288.15,,,,0.0,8.979297356809005e-05,inf,inf,-inf,-inf,294.14883584932704,0.15000447833928798,0.010715496627346093,inf,inf,inf,-inf,-inf,-inf
"(0, 38509.80762113533)",,,,,,,,,,,,,,,,,,294.1488132094784,303.15,288.15,,,,0.0,8.977955968635058e-05,inf,inf,-inf,-inf,294.1488132094784,0.1500042357426026,0.010715496627346093,inf,inf,inf,-inf,-inf,-inf
"(0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1488052378607,303.15,288.15,0.010714013811620111,0.05,0.0,,,,,,,,,,,,,,,
"(0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.148836493647,303.15,288.15,,,,0.0,8.979339568135714e-05,inf,inf,-inf,-inf,294.148836493647,0.1499837275299373,0.010714013811620111,inf,inf,inf,-inf,-inf,-inf
"(0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.14891875798224,303.15,288.15,,,,0.0,8.984646030364457e-05,inf,inf,-inf,-inf,294.14891875798224,0.14998460891278012,0.010714013811620111,inf,inf,inf,-inf,-inf,-inf
"(0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1489477238685,303.15,288.15,0.010719990707747153,0.05,0.0,,,,,,,,,,,,,,,
"(0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.1488186359651,303.15,288.15,,,,0.0,8.978261610720605e-05,inf,inf,-inf,-inf,294.1488186359651,0.15006720573085644,0.010719990707747153,inf,inf,inf,-inf,-inf,-inf
"(0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.1484788871739,303.15,288.15,,,,0.0,8.962422916000164e-05,inf,inf,-inf,-inf,294.1484788871739,0.1500635636399261,0.010719990707747153,inf,inf,inf,-inf,-inf,-inf
"(0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1483592616999,303.15,288.15,0.010703145254382462,0.05,0.0,,,,,,,,,,,,,,,
"(0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.1486858520598,303.15,288.15,,,,0.0,8.971260151861406e-05,inf,inf,-inf,-inf,294.1486858520598,0.149829968014903,0.010703145254382462,inf,inf,inf,-inf,-inf,-inf
"(0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.1495454605161,303.15,288.15,,,,0.0,9.078507620489743e-05,inf,inf,-inf,-inf,294.1495454605161,0.14983916853611756,0.010703145254382462,inf,inf,inf,-inf,-inf,-inf
"(0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1498481472204,303.15,288.15,0.01994079560385161,0.05,0.0,,,,,,,,,,,,,,,
"(0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.9090483167376,303.15,288.15,,,,0.0,8.903534909125413e-05,inf,inf,-inf,-inf,293.9090483167376,0.27436637019835547,0.01994079560385161,inf,inf,inf,-inf,-inf,-inf
"(0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.2946521569658,303.15,288.15,,,,0.0,8.902657425726003e-05,inf,inf,-inf,-inf,293.2946521569658,0.2621148219572764,0.01994079560385161,inf,inf,inf,-inf,-inf,-inf
"(0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,293.08568278252005,303.15,288.15,3.51674672649383e-06,0.05,0.0,,,,,,,,,,,,,,,
"(0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.3708838756047,303.15,288.15,,,,0.0,8.903923823562198e-05,inf,inf,-inf,-inf,293.3708838756047,4.6494500387272225e-05,3.51674672649383e-06,inf,inf,inf,-inf,-inf,-inf
"(0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.1500580273604,303.15,288.15,,,,0.0,0.00010835485898277888,inf,inf,-inf,-inf,294.1500580273604,4.9234658536482734e-05,3.51674672649383e-06,inf,inf,inf,-inf,-inf,-inf
"(0, 43200.0)",,,,,,,,,,,,,,,,,,294.43525200130495,303.15,288.15,,,,,,,,,,,,,,,,,,
"(900.0, 0.0)",150.0,294.15,292.15,280.15,0.0,0.0,0.0,0.0,0.0,1000.0,100000.0,250.0,1.0,100.0,292.70062155757836,0.05000000997656391,0.0,292.70062155757836,303.15,288.15,1.0836436979163233e-07,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,292.9859075097837,303.15,288.15,,,,0.0,1.67337375271778e-05,inf,inf,-inf,-inf,292.9859075097837,1.3909550836683328e-06,1.0836436979163233e-07,inf,inf,inf,-inf,-inf,-inf
"(900.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,293.7653229261392,303.15,288.15,,,,0.0,1.7698749562360025e-05,inf,inf,-inf,-inf,293.7653229261392,1.4754161022567213e-06,1.0836436979163233e-07,inf,inf,inf,-inf,-inf,-inf
"(900.0, 900.0)",150.0,294.15,292.15,280.15,900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.05060865890806,303.15,288.15,0.009960138571408504,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,294.07235904958605,303.15,288.15,,,,0.0,1.7698894224427052e-05,inf,inf,-inf,-inf,294.07235904958605,0.1386686253782056,0.009960138571408504,inf,inf,inf,-inf,-inf,-inf
"(900.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,294.12975339438043,303.15,288.15,,,,0.0,1.769779747114996e-05,inf,inf,-inf,-inf,294.12975339438043,0.13924028101055813,0.009960138571408504,inf,inf,inf,-inf,-inf,-inf
"(900.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.15001858015864,303.15,288.15,0.01071459396022588,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,294.1500100836462,303.15,288.15,,,,0.0,1.9551528329158847e-05,inf,inf,-inf,-inf,294.1500100836462,0.15000442347605072,0.01071459396022588,inf,inf,inf,-inf,-inf,-inf
"(900.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.14998772108345,303.15,288.15,,,,0.0,1.8367210476321222e-05,inf,inf,-inf,-inf,294.14998772108345,0.1500041838784579,0.01071459396022588,inf,inf,inf,-inf,-inf,-inf
"(900.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14997984706343,303.15,288.15,0.010714172803280634,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,294.14998322849084,303.15,288.15,,,,0.0,1.8292463845832082e-05,inf,inf,-inf,-inf,294.14998322849084,0.14999823955308392,0.010714172803280634,inf,inf,inf,-inf,-inf,-inf
"(900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,294.1499921282969,303.15,288.15,,,,0.0,1.846837491605505e-05,inf,inf,-inf,-inf,294.1499921282969,0.14999833491003717,0.010714172803280634,inf,inf,inf,-inf,-inf,-inf
"(900.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499952619793,303.15,288.15,0.010714320037251208,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,294.1499944531585,303.15,288.15,,,,0.0,1.853410316825067e-05,inf,inf,-inf,-inf,294.1499944531585,0.1500004210903623,0.010714320037251208,inf,inf,inf,-inf,-inf,-inf
"(900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,294.14999232436713,303.15,288.15,,,,0.0,1.8473636934182684e-05,inf,inf,-inf,-inf,294.14999232436713,0.1500003982818961,0.010714320037251208,inf,inf,inf,-inf,-inf,-inf
"(900.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499915748041,303.15,288.15,0.010714283684385272,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,294.1499917981808,303.15,288.15,,,,0.0,1.845988161429388e-05,inf,inf,-inf,-inf,294.1499917981808,0.14999988370511494,0.010714283684385272,inf,inf,inf,-inf,-inf,-inf
"(900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,294.1499923861013,303.15,288.15,,,,0.0,1.847514255373808e-05,inf,inf,-inf,-inf,294.1499923861013,0.1499998900042824,0.010714283684385272,inf,inf,inf,-inf,-inf,-inf
"(900.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499925931119,303.15,288.15,0.010714293633961248,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,294.1499925337974,303.15,288.15,,,,0.0,1.8479076819958672e-05,inf,inf,-inf,-inf,294.1499925337974,0.150000030880507,0.010714293633961248,inf,inf,inf,-inf,-inf,-inf
"(900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,294.1499923776835,303.15,288.15,,,,0.0,1.8474935773568808e-05,inf,inf,-inf,-inf,294.1499923776835,0.15000002920785474,0.010714293633961248,inf,inf,inf,-inf,-inf,-inf
"(900.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923227143,303.15,288.15,0.010714290985524727,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,294.1499923386348,303.15,288.15,,,,0.0,1.8473909340883928e-05,inf,inf,-inf,-inf,294.1499923386348,0.14999999171144343,0.010714290985524727,inf,inf,inf,-inf,-inf,-inf
"(900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,294.1499923805372,303.15,288.15,,,,0.0,1.8475019557820612e-05,inf,inf,-inf,-inf,294.1499923805372,0.14999999216039892,0.010714290985524727,inf,inf,inf,-inf,-inf,-inf
"(900.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.149992395291,303.15,288.15,0.010714291695862316,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,294.1499923910317,303.15,288.15,,,,0.0,1.8475299184565067e-05,inf,inf,-inf,-inf,294.1499923910317,0.15000000221754478,0.010714291695862316,inf,inf,inf,-inf,-inf,-inf
"(900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,294.1499923798213,303.15,288.15,,,,0.0,1.8475004448443494e-05,inf,inf,-inf,-inf,294.1499923798213,0.15000000209743347,0.010714291695862316,inf,inf,inf,-inf,-inf,-inf
"(900.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923758737,303.15,288.15,0.010714291505758186,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,294.1499923770149,303.15,288.15,,,,0.0,1.8474931080164326e-05,inf,inf,-inf,-inf,294.1499923770149,0.14999999940591233,0.010714291505758186,inf,inf,inf,-inf,-inf,-inf
"(900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,294.14999238001843,303.15,288.15,,,,0.0,1.8475011007373373e-05,inf,inf,-inf,-inf,294.14999238001843,0.14999999943809333,0.010714291505758186,inf,inf,inf,-inf,-inf,-inf
"(900.0, 9000.0)",150.0,294.15,292.15,280.15,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999238107566,303.15,288.15,0.010714291556675935,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,294.1499923807703,303.15,288.15,,,,0.0,1.847503115019802e-05,inf,inf,-inf,-inf,294.1499923807703,0.15000000015899614,0.010714291556675935,inf,inf,inf,-inf,-inf,-inf
"(900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,294.1499923799667,303.15,288.15,,,,0.0,1.8475010107083602e-05,inf,inf,-inf,-inf,294.1499923799667,0.15000000015038625,0.010714291556675935,inf,inf,inf,-inf,-inf,-inf
"(900.0, 9900.0)",150.0,294.15,292.15,280.15,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923796834,303.15,288.15,0.010714291543045722,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,294.1499923797653,303.15,288.15,,,,0.0,1.8475004877441558e-05,inf,inf,-inf,-inf,294.1499923797653,0.1499999999574055,0.010714291543045722,inf,inf,inf,-inf,-inf,-inf
"(900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,294.14999237998086,303.15,288.15,,,,0.0,1.847501064000791e-05,inf,inf,-inf,-inf,294.14999237998086,0.1499999999597154,0.010714291543045722,inf,inf,inf,-inf,-inf,-inf
"(900.0, 10800.0)",150.0,294.15,292.15,280.15,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999238005646,303.15,288.15,0.01071429154669696,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,294.1499923800346,303.15,288.15,,,,0.0,1.847501209014802e-05,inf,inf,-inf,-inf,294.1499923800346,0.15000000001140812,0.01071429154669696,inf,inf,inf,-inf,-inf,-inf
"(900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,294.14999237997716,303.15,288.15,,,,0.0,1.847501059465274e-05,inf,inf,-inf,-inf,294.14999237997716,0.15000000001079306,0.01071429154669696,inf,inf,inf,-inf,-inf,-inf
"(900.0, 11700.0)",150.0,294.15,292.15,280.15,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237995664,303.15,288.15,0.010714291545718908,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,294.14999237996255,303.15,288.15,,,,0.0,1.847501021970017e-05,inf,inf,-inf,-inf,294.14999237996255,0.14999999999694344,0.010714291545718908,inf,inf,inf,-inf,-inf,-inf
"(900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,294.1499923799782,303.15,288.15,,,,0.0,1.847501063946533e-05,inf,inf,-inf,-inf,294.1499923799782,0.1499999999971112,0.010714291545718908,inf,inf,inf,-inf,-inf,-inf
"(900.0, 12600.0)",150.0,294.15,292.15,280.15,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923799834,303.15,288.15,0.010714291545981027,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,294.1499923799819,303.15,288.15,,,,0.0,1.847501074048231e-05,inf,inf,-inf,-inf,294.1499923799819,0.1500000000008204,0.010714291545981027,inf,inf,inf,-inf,-inf,-inf
"(900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,294.14999237997796,303.15,288.15,,,,0.0,1.8475010639503942e-05,inf,inf,-inf,-inf,294.14999237997796,0.1500000000007784,0.010714291545981027,inf,inf,inf,-inf,-inf,-inf
"(900.0, 13500.0)",150.0,294.15,292.15,280.15,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923799762,303.15,288.15,0.010714291545910946,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,294.14999237997665,303.15,288.15,,,,0.0,1.847501060703526e-05,inf,inf,-inf,-inf,294.14999237997665,0.14999999999978317,0.010714291545910946,inf,inf,inf,-inf,-inf,-inf
"(900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010642489187e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999979757,0.010714291545910946,inf,inf,inf,-inf,-inf,-inf
"(900.0, 14400.0)",150.0,294.15,292.15,280.15,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997813,303.15,288.15,0.010714291545929844,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,294.1499923799781,303.15,288.15,,,,0.0,1.8475010645776312e-05,inf,inf,-inf,-inf,294.1499923799781,0.1500000000000632,0.010714291545929844,inf,inf,inf,-inf,-inf,-inf
"(900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010643675376e-05,inf,inf,-inf,-inf,294.149992379978,0.15000000000006236,0.010714291545929844,inf,inf,inf,-inf,-inf,-inf
"(900.0, 15300.0)",150.0,294.15,292.15,280.15,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923799776,303.15,288.15,0.01071429154592461,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,294.1499923799777,303.15,288.15,,,,0.0,1.847501063521737e-05,inf,inf,-inf,-inf,294.1499923799777,0.1499999999999855,0.01071429154592461,inf,inf,inf,-inf,-inf,-inf
"(900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.847501064368127e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999998898,0.01071429154592461,inf,inf,inf,-inf,-inf,-inf
"(900.0, 16200.0)",150.0,294.15,292.15,280.15,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499923799778,303.15,288.15,0.010714291545925961,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.8475010638629875e-05,inf,inf,-inf,-inf,294.1499923799778,0.15000000000000574,0.010714291545925961,inf,inf,inf,-inf,-inf,-inf
"(900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.847501064392872e-05,inf,inf,-inf,-inf,294.149992379978,0.150000000000008,0.010714291545925961,inf,inf,inf,-inf,-inf,-inf
"(900.0, 17100.0)",150.0,294.15,292.15,280.15,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545924957,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.847501063762896e-05,inf,inf,-inf,-inf,294.1499923799778,0.14999999999999128,0.010714291545924957,inf,inf,inf,-inf,-inf,-inf
"(900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010643783196e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999999386,0.010714291545924957,inf,inf,inf,-inf,-inf,-inf
"(900.0, 18000.0)",150.0,294.15,292.15,280.15,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925184,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.8475010638108834e-05,inf,inf,-inf,-inf,294.1499923799778,0.14999999999999464,0.010714291545925184,inf,inf,inf,-inf,-inf,-inf
"(900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010643812856e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999999702,0.010714291545925184,inf,inf,inf,-inf,-inf,-inf
"(900.0, 18900.0)",150.0,294.15,292.15,280.15,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925176,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.847501063798842e-05,inf,inf,-inf,-inf,294.1499923799778,0.14999999999999447,0.010714291545925176,inf,inf,inf,-inf,-inf,-inf
"(900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.847501064371566e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999999689,0.010714291545925176,inf,inf,inf,-inf,-inf,-inf
"(900.0, 19800.0)",150.0,294.15,292.15,280.15,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925195,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.847501063810742e-05,inf,inf,-inf,-inf,294.1499923799778,0.14999999999999478,0.010714291545925195,inf,inf,inf,-inf,-inf,-inf
"(900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.847501064379451e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999999716,0.010714291545925195,inf,inf,inf,-inf,-inf,-inf
"(900.0, 20700.0)",150.0,294.15,292.15,280.15,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925132,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.8475010637995027e-05,inf,inf,-inf,-inf,294.1499923799778,0.14999999999999386,0.010714291545925132,inf,inf,inf,-inf,-inf,-inf
"(900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010643796986e-05,inf,inf,-inf,-inf,294.149992379978,0.1499999999999963,0.010714291545925132,inf,inf,inf,-inf,-inf,-inf
"(900.0, 21600.0)",150.0,294.15,292.15,280.15,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925148,0.05,0.0,,,,,,,,,,,,,,,
"(900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,294.1499923799778,303.15,288.15,,,,0.0,1.8475010638024853e-05,inf,inf,-inf,-inf,294.1499923799778,0.1499999999999941,0.010714291545925148,inf,inf,inf,-inf,-inf,-inf
"(900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,294.149992379978,303.15,288.15,,,,0.0,1.8475010643796783e-05,inf,inf,-inf,-inf,294.149992379978,0.14999999999999653,0.010714291545925148,inf,inf,inf,-inf,-inf,-inf
"(900.0, 22500.0)",150.0,294.15,292.15,280.15,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14999237997773,303.15,288.15,0.010714291545925146,0.05,0.0,,,,,,,,,,,,,,,
