,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(18000.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,294.1499924480805,303.15,288.15,,,,0.0,1.8543113873806233e-05,inf,inf,-inf,-inf,294.1499924480805,0.15000000000282582,0.010714291494007789,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,294.1499924480665,303.15,288.15,,,,0.0,1.8543113502482707e-05,inf,inf,-inf,-inf,294.1499924480665,0.15000000000267544,0.010714291494007789,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 31500.0)",150.0,294.15,292.15,280.15,31500.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.1499924480612,303.15,288.15,0.010714291493052834,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,294.1499924480815,303.15,288.15,,,,0.0,1.854311389909617e-05,inf,inf,-inf,-inf,294.1499924480815,0.1499999999894671,0.010714291493052834,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,294.149992448135,303.15,288.15,,,,0.0,1.854311531080025e-05,inf,inf,-inf,-inf,294.149992448135,0.1499999999900402,0.010714291493052834,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 32400.0)",150.0,294.15,292.15,280.15,32400.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999244815345,303.15,288.15,0.010714291496619595,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,294.1499924480779,303.15,288.15,,,,0.0,1.8543113805293397e-05,inf,inf,-inf,-inf,294.1499924480779,0.1500000000393633,0.010714291496619595,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,294.1499924478792,303.15,288.15,,,,0.0,1.854310855782969e-05,inf,inf,-inf,-inf,294.1499924478792,0.1500000000372336,0.010714291496619595,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 33300.0)",150.0,294.15,292.15,280.15,33300.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.1499924478088,303.15,288.15,0.010714291483296726,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,294.1499924480912,303.15,288.15,,,,0.0,1.854311415537502e-05,inf,inf,-inf,-inf,294.1499924480912,0.14999999985298565,0.010714291483296726,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,294.14999244883467,303.15,288.15,,,,0.0,1.854313377663214e-05,inf,inf,-inf,-inf,294.14999244883467,0.14999999986095086,0.010714291483296726,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 34200.0)",150.0,294.15,292.15,280.15,34200.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999244909603,303.15,288.15,0.010714291533052294,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,294.14999244804153,303.15,288.15,,,,0.0,1.8543112844814387e-05,inf,inf,-inf,-inf,294.14999244804153,0.15000000054903045,0.010714291533052294,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,294.1499924452662,303.15,288.15,,,,0.0,1.8543039608822883e-05,inf,inf,-inf,-inf,294.1499924452662,0.15000000051929482,0.010714291533052294,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 35100.0)",150.0,294.15,292.15,280.15,35100.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.1499924442886,303.15,288.15,0.010714291347259283,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,294.1499924482264,303.15,288.15,,,,0.0,1.854311771934894e-05,inf,inf,-inf,-inf,294.1499924482264,0.14999999794991137,0.010714291347259283,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,294.14999245859065,303.15,288.15,,,,0.0,1.8543391324530636e-05,inf,inf,-inf,-inf,294.14999245859065,0.14999999806095704,0.010714291347259283,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 36000.0)",150.0,294.15,292.15,280.15,36000.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999246223965,303.15,288.15,0.010714292041390058,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,294.14999244752613,303.15,288.15,,,,0.0,1.8543099250850098e-05,inf,inf,-inf,-inf,294.14999244752613,0.15000000766023158,0.010714292041390058,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,294.1499924088006,303.15,288.15,,,,0.0,1.8542078678344797e-05,inf,inf,-inf,-inf,294.1499924088006,0.1500000072453149,0.010714292041390058,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 36900.0)",150.0,294.15,292.15,280.15,36900.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999239516465,303.15,288.15,0.010714289453022118,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,294.1499924500036,303.15,288.15,,,,0.0,1.8543164629133366e-05,inf,inf,-inf,-inf,294.1499924500036,0.14999997144965257,0.010714289453022118,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,294.14999259433796,303.15,288.15,,,,0.0,1.8546992248710353e-05,inf,inf,-inf,-inf,294.14999259433796,0.1499999729960933,0.010714289453022118,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 37800.0)",150.0,294.15,292.15,280.15,37800.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999264515876,303.15,288.15,0.010714299173847681,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,294.1499924388263,303.15,288.15,,,,0.0,1.854286964141886e-05,inf,inf,-inf,-inf,294.1499924388263,0.1500001074213493,0.010714299173847681,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,294.14999189576577,303.15,288.15,,,,0.0,1.852880090897468e-05,inf,inf,-inf,-inf,294.14999189576577,0.15000010160283497,0.010714299173847681,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.1499917045499,303.15,288.15,0.010714263627762245,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.14999245377476,303.15,288.15,,,,0.0,1.854326599023708e-05,inf,inf,-inf,-inf,294.14999245377476,0.14999960993669384,0.010714263627762245,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.1499944257116,303.15,288.15,,,,0.0,1.8598968008095834e-05,inf,inf,-inf,-inf,294.1499944257116,0.14999963106455233,0.010714263627762245,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14999512004437,303.15,288.15,0.010714406949569927,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.14999202406517,303.15,288.15,,,,0.0,1.8532083310014813e-05,inf,inf,-inf,-inf,294.14999202406517,0.15000161183636607,0.010714406949569927,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.1499838755469,303.15,288.15,,,,0.0,1.8367153883309905e-05,inf,inf,-inf,-inf,294.1499838755469,0.1500015245298493,0.010714406949569927,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.14998100639633,303.15,288.15,0.010713998450714383,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.1499889583918,303.15,288.15,,,,0.0,1.8460404155994187e-05,inf,inf,-inf,-inf,294.1499889583918,0.14999586001103113,0.010713998450714383,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.15000988781827,303.15,288.15,,,,0.0,1.9584358135719988e-05,inf,inf,-inf,-inf,294.15000988781827,0.1499960842490619,0.010713998450714383,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,294.15001725722595,303.15,288.15,0.019945179350680256,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.9090978376113,303.15,288.15,,,,0.0,1.7766833299569452e-05,inf,inf,-inf,-inf,293.9090978376113,0.2744276740744659,0.019945179350680256,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.29440547981795,303.15,288.15,,,,0.0,1.7766371785109618e-05,inf,inf,-inf,-inf,293.29440547981795,0.2621675247528228,0.019945179350680256,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,-1.3104009705111608e-07,1.0,-7200.0,0.0,,,,,,,,,293.08533886250314,303.15,288.15,7.147237138945154e-08,0.05,0.0,,,,,,,,,,,,,,,
"(18000.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.3706256530447,303.15,288.15,,,,0.0,1.776662469295247e-05,inf,inf,-inf,-inf,293.3706256530447,9.44909442086543e-07,7.147237138945162e-08,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.1500434618268,303.15,288.15,,,,0.0,4.1750220491645536e-05,inf,inf,-inf,-inf,294.1500434618268,1.0006162814011947e-06,7.147237138945162e-08,inf,inf,inf,-inf,-inf,-inf
"(18000.0, 43200.0)",,,,,,,,,,,,,,,,,,294.4353301076373,303.15,288.15,,,,,,,,,,,,,,,,,,
"(18900.0, 0.0)",150.0,294.15,292.15,280.15,0.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,1000.0,100000.0,250.0,1.0,100.0,293.99592756331316,0.012669716545842534,0.0,293.99592756331316,303.15,288.15,0.009543089084831445,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,294.0295938532075,303.15,288.15,,,,0.0,1.831341149269346e-05,inf,inf,-inf,-inf,294.0295938532075,0.13245420060466473,0.009543089084831445,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,294.1185587350632,303.15,288.15,,,,0.0,1.8303756156075323e-05,inf,inf,-inf,-inf,294.1185587350632,0.13330320040354543,0.009543089084831445,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 900.0)",150.0,294.15,292.15,280.15,900.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1500192587762,303.15,288.15,0.01071459423420833,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,294.15001074135586,303.15,288.15,,,,0.0,2.0178118651017175e-05,inf,inf,-inf,-inf,294.15001074135586,0.15000443436071226,0.01071459423420833,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,294.14998832377256,303.15,288.15,,,,0.0,1.897688402618887e-05,inf,inf,-inf,-inf,294.14998832377256,0.15000419417121874,0.01071459423420833,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499804303825,303.15,288.15,0.010714172212670759,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,294.149983815608,303.15,288.15,,,,0.0,1.890832315822397e-05,inf,inf,-inf,-inf,294.149983815608,0.14999823757558528,0.010714172212670759,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.14999272541314,303.15,288.15,,,,0.0,1.9083130102550783e-05,inf,inf,-inf,-inf,294.14999272541314,0.14999833303889015,0.010714172212670759,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499958626174,303.15,288.15,0.010714319438009982,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,294.14999505747386,303.15,288.15,,,,0.0,1.9149220635714796e-05,inf,inf,-inf,-inf,294.14999505747386,0.15000041917589063,0.010714319438009982,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,294.14999293836104,303.15,288.15,,,,0.0,1.908872569405008e-05,inf,inf,-inf,-inf,294.14999293836104,0.15000039647110408,0.010714319438009982,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999219220596,303.15,288.15,0.010714283235740639,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,294.149992414954,303.15,288.15,,,,0.0,1.9075184772230048e-05,inf,inf,-inf,-inf,294.149992414954,0.1499998840323816,0.010714283235740639,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,294.14999300121997,303.15,288.15,,,,0.0,1.9090396680950476e-05,inf,inf,-inf,-inf,294.14999300121997,0.14999989031381866,0.010714283235740639,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999320764804,303.15,288.15,0.010714293156312527,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,294.1499931485269,303.15,288.15,,,,0.0,1.9094322190686088e-05,inf,inf,-inf,-inf,294.1499931485269,0.15000003077984014,0.010714293156312527,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,294.14999299292185,303.15,288.15,,,,0.0,1.9090177060264124e-05,inf,inf,-inf,-inf,294.14999299292185,0.15000002911264051,0.010714293156312527,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929381319,303.15,288.15,0.010714290516520465,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,294.1499929540002,303.15,288.15,,,,0.0,1.9089147612135293e-05,inf,inf,-inf,-inf,294.1499929540002,0.14999999173860634,0.010714290516520465,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,294.1499929957653,303.15,288.15,,,,0.0,1.9090252459996673e-05,inf,inf,-inf,-inf,294.1499929957653,0.14999999218608998,0.010714290516520465,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999301047067,303.15,288.15,0.010714291224565135,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,294.14999300622435,303.15,288.15,,,,0.0,1.9090529668681956e-05,inf,inf,-inf,-inf,294.14999300622435,0.1500000022107576,0.010714291224565135,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,294.1499929950483,303.15,288.15,,,,0.0,1.909023345190678e-05,inf,inf,-inf,-inf,294.1499929950483,0.15000000209101413,0.010714291224565135,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929911128,303.15,288.15,0.010714291035057994,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,294.1499929922501,303.15,288.15,,,,0.0,1.9090159325053546e-05,inf,inf,-inf,-inf,294.1499929922501,0.14999999940793826,0.010714291035057994,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,294.14999299524345,303.15,288.15,,,,0.0,1.909023862688781e-05,inf,inf,-inf,-inf,294.14999299524345,0.14999999944001025,0.010714291035057994,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299629704,303.15,288.15,0.010714291085807006,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,294.14999299599265,303.15,288.15,,,,0.0,1.9090258478048564e-05,inf,inf,-inf,-inf,294.14999299599265,0.15000000015852202,0.010714291085807006,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,294.14999299519144,303.15,288.15,,,,0.0,1.909023724809782e-05,inf,inf,-inf,-inf,294.14999299519144,0.15000000014993764,0.010714291085807006,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 9000.0)",150.0,294.15,292.15,280.15,9000.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929949089,303.15,288.15,0.010714291072218588,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,294.1499929949905,303.15,288.15,,,,0.0,1.9090231924416926e-05,inf,inf,-inf,-inf,294.1499929949905,0.14999999995754731,0.010714291072218588,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,294.14999299520537,303.15,288.15,,,,0.0,1.909023761712654e-05,inf,inf,-inf,-inf,294.14999299520537,0.1499999999598492,0.010714291072218588,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 9900.0)",150.0,294.15,292.15,280.15,9900.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952806,303.15,288.15,0.010714291075856931,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,294.1499929952589,303.15,288.15,,,,0.0,1.909023903580513e-05,inf,inf,-inf,-inf,294.1499929952589,0.15000000001135944,0.010714291075856931,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,294.14999299520167,303.15,288.15,,,,0.0,1.9090237518437673e-05,inf,inf,-inf,-inf,294.14999299520167,0.1500000000107464,0.010714291075856931,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 10800.0)",150.0,294.15,292.15,280.15,10800.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299518115,303.15,288.15,0.010714291074883519,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,294.14999299518706,303.15,288.15,,,,0.0,1.9090237131085447e-05,inf,inf,-inf,-inf,294.14999299518706,0.14999999999696204,0.010714291074883519,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,294.14999299520264,303.15,288.15,,,,0.0,1.909023754507185e-05,inf,inf,-inf,-inf,294.14999299520264,0.14999999999712912,0.010714291074883519,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 11700.0)",150.0,294.15,292.15,280.15,11700.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952078,303.15,288.15,0.010714291075143838,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,294.1499929952063,303.15,288.15,,,,0.0,1.9090237640961924e-05,inf,inf,-inf,-inf,294.1499929952063,0.15000000000081248,0.010714291075143838,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538246344e-05,inf,inf,-inf,-inf,294.1499929952024,0.15000000000077093,0.010714291075143838,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 12600.0)",150.0,294.15,292.15,280.15,12600.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299520065,303.15,288.15,0.010714291075073733,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,294.1499929952011,303.15,288.15,,,,0.0,1.9090237504129958e-05,inf,inf,-inf,-inf,294.1499929952011,0.14999999999977584,0.010714291075073733,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237540196167e-05,inf,inf,-inf,-inf,294.14999299520247,0.14999999999979025,0.010714291075073733,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 13500.0)",150.0,294.15,292.15,280.15,13500.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952026,303.15,288.15,0.010714291075093363,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.909023754102374e-05,inf,inf,-inf,-inf,294.14999299520247,0.15000000000006522,0.010714291075093363,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538545157e-05,inf,inf,-inf,-inf,294.1499929952024,0.1500000000000644,0.010714291075093363,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 14400.0)",150.0,294.15,292.15,280.15,14400.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299520207,303.15,288.15,0.01071429107508786,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237532077454e-05,inf,inf,-inf,-inf,294.1499929952022,0.14999999999998467,0.01071429107508786,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237539555817e-05,inf,inf,-inf,-inf,294.14999299520247,0.14999999999998778,0.01071429107508786,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 15300.0)",150.0,294.15,292.15,280.15,15300.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075089675,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533757734e-05,inf,inf,-inf,-inf,294.14999299520224,0.15000000000001068,0.010714291075089675,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538796706e-05,inf,inf,-inf,-inf,294.1499929952024,0.15000000000001285,0.010714291075089675,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 16200.0)",150.0,294.15,292.15,280.15,16200.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075088518,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.909023753394168e-05,inf,inf,-inf,-inf,294.14999299520224,0.1499999999999946,0.010714291075088518,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.909023753925229e-05,inf,inf,-inf,-inf,294.1499929952024,0.14999999999999686,0.010714291075088518,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 17100.0)",150.0,294.15,292.15,280.15,17100.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088572,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237533423444e-05,inf,inf,-inf,-inf,294.1499929952022,0.14999999999999516,0.010714291075088572,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.909023753925788e-05,inf,inf,-inf,-inf,294.14999299520247,0.1499999999999976,0.010714291075088572,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 18000.0)",150.0,294.15,292.15,280.15,18000.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088138,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533498772e-05,inf,inf,-inf,-inf,294.14999299520224,0.1499999999999891,0.010714291075088138,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237539505906e-05,inf,inf,-inf,-inf,294.14999299520247,0.1499999999999916,0.010714291075088138,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 18900.0)",150.0,294.15,292.15,280.15,18900.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075089461,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237533391534e-05,inf,inf,-inf,-inf,294.1499929952022,0.15000000000000757,0.010714291075089461,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538864502e-05,inf,inf,-inf,-inf,294.1499929952024,0.15000000000000988,0.010714291075089461,inf,inf,inf,-inf,-inf,-inf
