,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(18900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,291.98475307370177,303.15,288.15,,,,0.015244085373044744,inf,-inf,44.18351803777389,44.18351803777389,inf,inf,-inf,-inf
"(18900.0, 3600.0)",297.0833333333333,291.9166666666667,283.13917740373716,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98491785093324,303.15,288.15,42.7547006508284,200.0,0.0,,,,,,,,,
"(18900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,291.9583377666712,303.15,288.15,,,,8.566405072293083e-05,inf,-inf,42.7547006508284,42.7547006508284,inf,inf,-inf,-inf
"(18900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,291.8966637905647,303.15,288.15,,,,0.020000017206347913,inf,-inf,42.7547006508284,42.7547006508284,inf,inf,-inf,-inf
"(18900.0, 4500.0)",297.1666666666667,291.8333333333333,283.10710801231994,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.87809539081144,303.15,288.15,42.77324600837677,200.0,0.0,,,,,,,,,
"(18900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,291.85858968937,303.15,288.15,,,,8.561483261146278e-05,inf,-inf,42.77324600837677,42.77324600837677,inf,inf,-inf,-inf
"(18900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,291.81333045870736,303.15,288.15,,,,0.020000016563546982,inf,-inf,42.77324600837677,42.77324600837677,inf,inf,-inf,-inf
"(18900.0, 5400.0)",297.25,291.75,283.05381152336497,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.799704103792,303.15,288.15,42.56523095554798,200.0,0.0,,,,,,,,,
"(18900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,291.7787099722032,303.15,288.15,,,,8.563240244058363e-05,inf,-inf,42.56523095554798,42.56523095554798,inf,inf,-inf,-inf
"(18900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,291.7299971255011,303.15,288.15,,,,0.02000001726987268,inf,-inf,42.56523095554798,42.56523095554798,inf,inf,-inf,-inf
"(18900.0, 6300.0)",297.3333333333333,291.6666666666667,282.9795161606201,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7153309783222,303.15,288.15,42.53220855800724,200.0,0.0,,,,,,,,,
"(18900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,291.69465000840665,303.15,288.15,,,,8.562927264364283e-05,inf,-inf,42.53220855800724,42.53220855800724,inf,inf,-inf,-inf
"(18900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,291.64666379316907,303.15,288.15,,,,0.02000001710189898,inf,-inf,42.53220855800724,42.53220855800724,inf,inf,-inf,-inf
"(18900.0, 7200.0)",297.4166666666667,291.5833333333333,282.8845400682346,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6322164154674,303.15,288.15,42.58786235933478,200.0,0.0,,,,,,,,,
"(18900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,291.6114695571945,303.15,288.15,,,,8.562978843514392e-05,inf,-inf,42.58786235933478,42.58786235933478,inf,inf,-inf,-inf
"(18900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,291.56333046068914,303.15,288.15,,,,0.020000017081806067,inf,-inf,42.58786235933478,42.58786235933478,inf,inf,-inf,-inf
"(18900.0, 8100.0)",297.5,291.5,282.7692899484172,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54883705448924,303.15,288.15,42.74798491278767,200.0,0.0,,,,,,,,,
"(18900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,291.5281040589462,303.15,288.15,,,,8.562967233046549e-05,inf,-inf,42.74798491278767,42.74798491278767,inf,inf,-inf,-inf
"(18900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,291.47999712824077,303.15,288.15,,,,0.020000017030232537,inf,-inf,42.74798491278767,42.74798491278767,inf,inf,-inf,-inf
"(18900.0, 9000.0)",297.5833333333333,291.4166666666667,282.63425931987433,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4655134063107,303.15,288.15,43.00635806975193,200.0,0.0,,,,,,,,,
"(18900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,291.4447774940871,303.15,288.15,,,,8.562968710641048e-05,inf,-inf,43.00635806975193,43.00635806975193,inf,inf,-inf,-inf
"(18900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,291.3966637957848,303.15,288.15,,,,0.02000001698622327,inf,-inf,43.00635806975193,43.00635806975193,inf,inf,-inf,-inf
"(18900.0, 9900.0)",297.6666666666667,291.3333333333333,282.4800264044878,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3821780363108,303.15,288.15,43.36087982735581,200.0,0.0,,,,,,,,,
"(18900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,291.3614427377487,303.15,288.15,,,,8.562967729649432e-05,inf,-inf,43.36087982735581,43.36087982735581,inf,inf,-inf,-inf
"(18900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.3133304633301,303.15,288.15,,,,0.02000001694087082,inf,-inf,43.36087982735581,43.36087982735581,inf,inf,-inf,-inf
"(18900.0, 10800.0)",297.75,291.25,282.3072516512794,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29884513254973,303.15,288.15,43.80808191459579,200.0,0.0,,,,,,,,,
"(18900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.27810970487417,303.15,288.15,,,,8.562966403742156e-05,inf,-inf,43.80808191459579,43.80808191459579,inf,inf,-inf,-inf
"(18900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.2299971308728,303.15,288.15,,,,0.020000016898142126,inf,-inf,43.80808191459579,43.80808191459579,inf,inf,-inf,-inf
"(18900.0, 11700.0)",297.8333333333333,291.1666666666667,282.1166749082674,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.21551170989596,303.15,288.15,44.344300022994155,200.0,0.0,,,,,,,,,
"(18900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.19477630938854,303.15,288.15,,,,8.562964292457281e-05,inf,-inf,44.344300022994155,44.344300022994155,inf,inf,-inf,-inf
"(18900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,291.1466637984254,303.15,288.15,,,,0.020000016845598708,inf,-inf,44.344300022994155,44.344300022994155,inf,inf,-inf,-inf
"(18900.0, 12600.0)",297.9166666666667,291.0833333333333,281.90911225432313,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1321783964277,303.15,288.15,44.96544640761655,200.0,0.0,,,,,,,,,
"(18900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,291.11144299019026,303.15,288.15,,,,8.562961547520328e-05,inf,-inf,44.96544640761655,44.96544640761655,inf,inf,-inf,-inf
"(18900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.06333046593176,303.15,288.15,,,,0.020000016839178725,inf,-inf,44.96544640761655,44.96544640761655,inf,inf,-inf,-inf
"(18900.0, 13500.0)",298.0,291.0,281.6854525045965,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0488450599312,303.15,288.15,45.667078544316894,200.0,0.0,,,,,,,,,
"(18900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.02810965496593,303.15,288.15,,,,8.562958281667107e-05,inf,-inf,45.667078544316894,45.667078544316894,inf,inf,-inf,-inf
"(18900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,290.9799971336593,303.15,288.15,,,,0.020000016611692775,inf,-inf,45.667078544316894,45.667078544316894,inf,inf,-inf,-inf
"(18900.0, 14400.0)",298.0833333333333,290.9166666666667,281.4466534044726,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9655117285475,303.15,288.15,46.444407355685506,200.0,0.0,,,,,,,,,
"(18900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,290.94477632299925,303.15,288.15,,,,8.56295461067445e-05,inf,-inf,46.444407355685506,46.444407355685506,inf,inf,-inf,-inf
"(18900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,290.8966638003398,303.15,288.15,,,,0.02000001743120423,inf,-inf,46.444407355685506,46.444407355685506,inf,inf,-inf,-inf
"(18900.0, 15300.0)",298.1666666666667,290.8333333333333,281.19373752835935,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.88217839482064,303.15,288.15,47.29232015762707,200.0,0.0,,,,,,,,,
"(18900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,290.86144299089545,303.15,288.15,,,,8.56295063361273e-05,inf,-inf,47.29232015762707,47.29232015762707,inf,inf,-inf,-inf
"(18900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,290.8133304720022,303.15,288.15,,,,0.02000001326881552,inf,-inf,47.29232015762707,47.29232015762707,inf,inf,-inf,-inf
"(18900.0, 16200.0)",298.25,290.75,280.9277879008665,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7988450676169,303.15,288.15,48.20540124478822,200.0,0.0,,,,,,,,,
"(18900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,290.7781096562211,303.15,288.15,,,,8.562946434356215e-05,inf,-inf,48.20540124478822,48.20540124478822,inf,inf,-inf,-inf
"(18900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,290.72999711999364,303.15,288.15,,,,0.020000032777307847,inf,-inf,48.20540124478822,48.20540124478822,inf,inf,-inf,-inf
"(18900.0, 17100.0)",298.3333333333333,290.6666666666667,280.6499433591285,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.71551171038953,303.15,288.15,49.177959133722716,200.0,0.0,,,,,,,,,
"(18900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,290.6947763344527,303.15,288.15,,,,8.56294210671712e-05,inf,-inf,49.177959133722716,49.177959133722716,inf,inf,-inf,-inf
"(18900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,290.64666388050085,303.15,288.15,,,,0.019999939770309953,inf,-inf,49.177959133722716,49.177959133722716,inf,inf,-inf,-inf
"(18900.0, 18000.0)",298.4166666666667,290.5833333333333,280.36139367612833,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6321784956678,303.15,288.15,50.20403212984136,200.0,0.0,,,,,,,,,
"(18900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,290.61144295121136,303.15,288.15,,,,8.56293778431414e-05,inf,-inf,50.20403212984136,50.20403212984136,inf,inf,-inf,-inf
"(18900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,290.56333010624223,303.15,288.15,,,,0.020000381527540658,inf,-inf,50.20403212984136,50.20403212984136,inf,inf,-inf,-inf
"(18900.0, 18900.0)",298.5,290.5,280.0633744659077,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54884460368424,303.15,288.15,51.277503138385114,200.0,0.0,,,,,,,,,
"(18900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,290.52810986018835,303.15,288.15,,,,8.56293386923535e-05,inf,-inf,51.277503138385114,51.277503138385114,inf,inf,-inf,-inf
"(18900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,290.4799988736943,303.15,288.15,,,,0.01999828158195365,inf,-inf,51.277503138385114,51.277503138385114,inf,inf,-inf,-inf
"(18900.0, 19800.0)",298.5833333333333,290.4166666666667,279.7571618924774,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.46551393067386,303.15,288.15,52.39170152890115,200.0,0.0,,,,,,,,,
"(18900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,290.4447753802867,303.15,288.15,,,,8.562930565157984e-05,inf,-inf,52.39170152890115,52.39170152890115,inf,inf,-inf,-inf
"(18900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,290.3966555606334,303.15,288.15,,,,0.020008262112750738,inf,-inf,52.39170152890115,52.39170152890115,inf,inf,-inf,-inf
"(18900.0, 20700.0)",298.6666666666667,290.3333333333333,279.44406720508766,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.38216795818283,303.15,288.15,53.54144849877012,200.0,0.0,,,,,,,,,
"(18900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,290.36144750162543,303.15,288.15,,,,8.562931513726384e-05,inf,-inf,53.54144849877012,53.54144849877012,inf,inf,-inf,-inf
"(18900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,290.31336966522565,303.15,288.15,,,,0.01996082516360801,inf,-inf,53.54144849877012,53.54144849877012,inf,inf,-inf,-inf
"(18900.0, 21600.0)",298.75,290.25,279.1254311232568,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29889470282006,303.15,288.15,54.71349357997666,200.0,0.0,,,,,,,,,
"(18900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,290.2780882478606,303.15,288.15,,,,8.562926202269503e-05,inf,-inf,54.71349357997666,54.71349357997666,inf,inf,-inf,-inf
"(18900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,290.2298108687001,303.15,288.15,,,,0.02018628851468424,inf,-inf,54.71349357997666,54.71349357997666,inf,inf,-inf,-inf
"(18900.0, 22500.0)",298.8333333333333,290.1666666666667,278.8026180956053,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2152758292575,303.15,288.15,55.932131238584994,200.0,0.0,,,,,,,,,
"(18900.0, 22690.192378864667)",,,,,,,,,,,,,,,,,290.1948781172759,303.15,288.15,,,,8.562974053328526e-05,inf,-inf,55.932131238584994,55.932131238584994,inf,inf,-inf,-inf
"(18900.0, 23209.807621135333)",,,,,,,,,,,,,,,,,290.1475491476239,303.15,288.15,,,,0.019114680438600797,inf,-inf,55.932131238584994,55.932131238584994,inf,inf,-inf,-inf
"(18900.0, 23400.0)",298.9166666666667,290.0833333333333,278.47701045707663,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.13329964915,303.15,288.15,57.0425547721899,200.0,0.0,,,,,,,,,
"(18900.0, 23590.192378864667)",,,,,,,,,,,,,,,,,290.1109592171553,303.15,288.15,,,,8.562677008863359e-05,inf,-inf,57.0425547721899,57.0425547721899,inf,inf,-inf,-inf
"(18900.0, 24109.807621135333)",,,,,,,,,,,,,,,,,290.0591225391572,303.15,288.15,,,,0.024207943137102398,inf,-inf,57.0425547721899,57.0425547721899,inf,inf,-inf,-inf
"(18900.0, 24300.0)",299.0,290.0,278.15000250956723,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.04351588916137,303.15,288.15,59.318166258087246,200.0,0.0,,,,,,,,,
"(18900.0, 24490.192378864667)",,,,,,,,,,,,,,,,,290.0408218068505,303.15,288.15,,,,8.566270123197477e-05,inf,-inf,59.318166258087246,59.318166258087246,inf,inf,-inf,-inf
"(18900.0, 25009.807621135333)",,,,,,,,,,,,,,,,,290.03457070672476,303.15,288.15,,,,8.565191926093821e-05,inf,-inf,59.318166258087246,59.318166258087246,inf,inf,-inf,-inf
"(18900.0, 25200.0)",298.9166666666667,290.0833333333333,277.8229945513114,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03268866614,303.15,288.15,62.380329177694044,200.0,0.0,,,,,,,,,
"(18900.0, 25390.192378864667)",,,,,,,,,,,,,,,,,290.0567055425561,303.15,288.15,,,,0.02662493521793819,inf,-inf,62.380329177694044,62.380329177694044,inf,inf,-inf,-inf
"(18900.0, 25909.807621135333)",,,,,,,,,,,,,,,,,290.1124320875752,303.15,288.15,,,,8.563206184996819e-05,inf,-inf,62.380329177694044,62.380329177694044,inf,inf,-inf,-inf
"(18900.0, 26100.0)",298.8333333333333,290.1666666666667,277.4973868805898,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1292098734431,303.15,288.15,64.24872069899195,200.0,0.0,,,,,,,,,
"(18900.0, 26290.192378864667)",,,,,,,,,,,,,,,,,290.14885830023803,303.15,288.15,,,,0.017805532461222188,inf,-inf,64.24872069899195,64.24872069899195,inf,inf,-inf,-inf
"(18900.0, 26809.807621135333)",,,,,,,,,,,,,,,,,290.19444869764766,303.15,288.15,,,,8.562826893493732e-05,inf,-inf,64.24872069899195,64.24872069899195,inf,inf,-inf,-inf
"(18900.0, 27000.0)",298.75,290.25,277.17457379943636,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.20817475809343,303.15,288.15,66.33785615167434,200.0,0.0,,,,,,,,,
"(18900.0, 27190.192378864667)",,,,,,,,,,,,,,,,,290.2292702223001,303.15,288.15,,,,0.020726933357090364,inf,-inf,66.33785615167434,66.33785615167434,inf,inf,-inf,-inf
"(18900.0, 27709.807621135333)",,,,,,,,,,,,,,,,,290.2782181918633,303.15,288.15,,,,8.563053785155144e-05,inf,-inf,66.33785615167434,66.33785615167434,inf,inf,-inf,-inf
"(18900.0, 27900.0)",298.6666666666667,290.3333333333333,276.85593764302394,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29295512830384,303.15,288.15,68.32835755804146,200.0,0.0,,,,,,,,,
"(18900.0, 28090.192378864667)",,,,,,,,,,,,,,,,,290.313571263822,303.15,288.15,,,,0.01975922718345634,inf,-inf,68.32835755804146,68.32835755804146,inf,inf,-inf,-inf
"(18900.0, 28609.807621135333)",,,,,,,,,,,,,,,,,290.36140704330353,303.15,288.15,,,,8.562989573391879e-05,inf,-inf,68.32835755804146,68.32835755804146,inf,inf,-inf,-inf
"(18900.0, 28800.0)",298.5833333333333,290.4166666666667,276.5428428602921,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3758091287852,303.15,288.15,70.31690669032362,200.0,0.0,,,,,,,,,
"(18900.0, 28990.192378864667)",,,,,,,,,,,,,,,,,290.39658404526483,303.15,288.15,,,,0.02007977726671351,inf,-inf,70.31690669032362,70.31690669032362,inf,inf,-inf,-inf
"(18900.0, 29509.807621135333)",,,,,,,,,,,,,,,,,290.4447882454455,303.15,288.15,,,,8.563014184458591e-05,inf,-inf,70.31690669032362,70.31690669032362,inf,inf,-inf,-inf
"(18900.0, 29700.0)",298.5,290.5,276.2366301711678,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.459301252636,303.15,288.15,72.26251327255629,200.0,0.0,,,,,,,,,
"(18900.0, 29890.192378864667)",,,,,,,,,,,,,,,,,290.48002355931163,303.15,288.15,,,,0.01997359603905881,inf,-inf,72.26251327255629,72.26251327255629,inf,inf,-inf,-inf
"(18900.0, 30409.807621135333)",,,,,,,,,,,,,,,,,290.5281056885552,303.15,288.15,,,,8.563004483197115e-05,inf,-inf,72.26251327255629,72.26251327255629,inf,inf,-inf,-inf
"(18900.0, 30600.0)",298.4166666666667,290.5833333333333,275.9386108253965,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54258194342157,303.15,288.15,74.16998221563817,200.0,0.0,,,,,,,,,
"(18900.0, 30790.192378864667)",,,,,,,,,,,,,,,,,290.5633217193663,303.15,288.15,,,,0.020008768378239956,inf,-inf,74.16998221563817,74.16998221563817,inf,inf,-inf,-inf
"(18900.0, 31309.807621135333)",,,,,,,,,,,,,,,,,290.6114443826907,303.15,288.15,,,,8.56299930232823e-05,inf,-inf,74.16998221563817,74.16998221563817,inf,inf,-inf,-inf
"(18900.0, 31500.0)",298.3333333333333,290.6666666666667,275.6500609875694,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6259328412946,303.15,288.15,76.02915789414212,200.0,0.0,,,,,,,,,
"(18900.0, 31690.192378864667)",,,,,,,,,,,,,,,,,290.64666670254593,303.15,288.15,,,,0.019997117733786207,inf,-inf,76.02915789414212,76.02915789414212,inf,inf,-inf,-inf
"(18900.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.6947756419611,303.15,288.15,,,,8.562981220964695e-05,inf,-inf,76.02915789414212,76.02915789414212,inf,inf,-inf,-inf
"(18900.0, 32400.0)",298.25,290.75,275.3722162723912,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.70925996865964,303.15,288.15,77.83514719281968,200.0,0.0,,,,,,,,,
"(18900.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.7299961756993,303.15,288.15,,,,0.020000977068794782,inf,-inf,77.83514719281968,77.83514719281968,inf,inf,-inf,-inf
"(18900.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.7781105580656,303.15,288.15,,,,8.562953382239815e-05,inf,-inf,77.83514719281968,77.83514719281968,inf,inf,-inf,-inf
"(18900.0, 33300.0)",298.1666666666667,290.8333333333333,275.1062664535877,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7925965234925,303.15,288.15,79.58147125498499,200.0,0.0,,,,,,,,,
"(18900.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.81333078650914,303.15,288.15,,,,0.01999969876274352,inf,-inf,79.58147125498499,79.58147125498499,inf,inf,-inf,-inf
"(18900.0, 34009.80762113533)",,,,,,,,,,,,,,,,,290.8614406581437,303.15,288.15,,,,8.562910572644157e-05,inf,-inf,79.58147125498499,79.58147125498499,inf,inf,-inf,-inf
"(18900.0, 34200.0)",298.0833333333333,290.9166666666667,274.85335036911243,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8759252655088,303.15,288.15,81.26292646696803,200.0,0.0,,,,,,,,,
"(18900.0, 34390.19237886467)",,,,,,,,,,,,,,,,,290.8966636954906,303.15,288.15,,,,0.02000012228011222,inf,-inf,81.26292646696803,81.26292646696803,inf,inf,-inf,-inf
"(18900.0, 34909.80762113533)",,,,,,,,,,,,,,,,,290.94478323576675,303.15,288.15,,,,8.562859212178766e-05,inf,-inf,81.26292646696803,81.26292646696803,inf,inf,-inf,-inf
"(18900.0, 35100.0)",298.0,291.0,274.61455104446753,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95927075410356,303.15,288.15,82.87298419052625,200.0,0.0,,,,,,,,,
"(18900.0, 35290.19237886467)",,,,,,,,,,,,,,,,,290.9799971681936,303.15,288.15,,,,0.019999982077465374,inf,-inf,82.87298419052625,82.87298419052625,inf,inf,-inf,-inf
"(18900.0, 35809.80762113533)",,,,,,,,,,,,,,,,,291.0280888279027,303.15,288.15,,,,8.56278161725566e-05,inf,-inf,82.87298419052625,82.87298419052625,inf,inf,-inf,-inf
"(18900.0, 36000.0)",297.9166666666667,291.0833333333333,274.3908910550221,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0425679521397,303.15,288.15,84.40977138990007,200.0,0.0,,,,,,,,,
"(18900.0, 36190.19237886467)",,,,,,,,,,,,,,,,,291.0633304541907,303.15,288.15,,,,0.020000028580171293,inf,-inf,84.40977138990007,84.40977138990007,inf,inf,-inf,-inf
"(18900.0, 36709.80762113533)",,,,,,,,,,,,,,,,,291.11150584907614,303.15,288.15,,,,8.562732487176207e-05,inf,-inf,84.40977138990007,84.40977138990007,inf,inf,-inf,-inf
"(18900.0, 36900.0)",297.8333333333333,291.1666666666667,274.18332814718804,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1260101837556,303.15,288.15,85.85875892158508,200.0,0.0,,,,,,,,,
"(18900.0, 37090.19237886467)",,,,,,,,,,,,,,,,,291.1466638019688,303.15,288.15,,,,0.020000013302138585,inf,-inf,85.85875892158508,85.85875892158508,inf,inf,-inf,-inf
"(18900.0, 37609.80762113533)",,,,,,,,,,,,,,,,,291.19458655283916,303.15,288.15,,,,8.562565480073139e-05,inf,-inf,85.85875892158508,85.85875892158508,inf,inf,-inf,-inf
"(18900.0, 37800.0)",297.75,291.25,273.9927511372023,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2090148231011,303.15,288.15,87.24489460850428,200.0,0.0,,,,,,,,,
"(18900.0, 37990.19237886467)",,,,,,,,,,,,,,,,,291.22999712949417,303.15,288.15,,,,0.020000018276791345,inf,-inf,87.24489460850428,87.24489460850428,inf,inf,-inf,-inf
"(18900.0, 38509.80762113533)",,,,,,,,,,,,,,,,,291.2786825381029,303.15,288.15,,,,8.5627055757519e-05,inf,-inf,87.24489460850428,87.24489460850428,inf,inf,-inf,-inf
"(18900.0, 38700.0)",297.6666666666667,291.3333333333333,273.81997610507943,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2933404243983,303.15,288.15,88.47537146155561,200.0,0.0,,,,,,,,,
"(18900.0, 38890.19237886467)",,,,,,,,,,,,,,,,,291.31333046315825,303.15,288.15,,,,0.02000001711267162,inf,-inf,88.47537146155561,88.47537146155561,inf,inf,-inf,-inf
"(18900.0, 39409.80762113533)",,,,,,,,,,,,,,,,,291.3597135054655,303.15,288.15,,,,8.561981353346096e-05,inf,-inf,88.47537146155561,88.47537146155561,inf,inf,-inf,-inf
"(18900.0, 39600.0)",297.5833333333333,291.4166666666667,273.665742900032,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.37367821028374,303.15,288.15,89.81434486885789,200.0,0.0,,,,,,,,,
"(18900.0, 39790.19237886467)",,,,,,,,,,,,,,,,,291.39666379702214,303.15,288.15,,,,0.02000001574885355,inf,-inf,89.81434486885789,89.81434486885789,inf,inf,-inf,-inf
"(18900.0, 40309.80762113533)",,,,,,,,,,,,,,,,,291.44999743258666,303.15,288.15,,,,8.56326263581361e-05,inf,-inf,89.81434486885789,89.81434486885789,inf,inf,-inf,-inf
"(18900.0, 40500.0)",297.5,291.5,273.53071197232236,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4660547768334,303.15,288.15,90.44988894517982,200.0,0.0,,,,,,,,,
"(18900.0, 40690.19237886467)",,,,,,,,,,,,,,,,,291.47999713266245,303.15,288.15,,,,0.020000012608568506,inf,-inf,90.44988894517982,90.44988894517982,inf,inf,-inf,-inf
"(18900.0, 41209.80762113533)",,,,,,,,,,,,,,,,,291.5123476892595,303.15,288.15,,,,8.552997876159357e-05,inf,-inf,90.44988894517982,90.44988894517982,inf,inf,-inf,-inf
"(18900.0, 41400.0)",297.4166666666667,291.5833333333333,273.41546154511315,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.52208758451224,303.15,288.15,92.8202614303619,200.0,0.0,,,,,,,,,
"(18900.0, 41590.19237886467)",,,,,,,,,,,,,,,,,291.5633305122768,303.15,288.15,,,,0.019999965494309834,inf,-inf,92.8202614303619,92.8202614303619,inf,inf,-inf,-inf
"(18900.0, 42109.80762113533)",,,,,,,,,,,,,,,,,291.6590267981295,303.15,288.15,,,,8.560818825644152e-05,inf,-inf,92.8202614303619,92.8202614303619,inf,inf,-inf,-inf
"(18900.0, 42300.0)",297.3333333333333,291.6666666666667,273.32048513842744,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6878384137043,303.15,288.15,90.39186201712937,200.0,0.0,,,,,,,,,
"(18900.0, 42490.19237886467)",,,,,,,,,,,,,,,,,291.66178302814274,303.15,288.15,,,,0.0048809688323157244,inf,-inf,90.39186201712937,90.39186201712937,inf,inf,-inf,-inf
"(18900.0, 43009.80762113533)",,,,,,,,,,,,,,,,,291.6013265145089,303.15,288.15,,,,0.06533725394022197,inf,-inf,90.39186201712937,90.39186201712937,inf,inf,-inf,-inf
"(18900.0, 43200.0)",,,,,,,,,,,,,,,,,291.58312466044174,303.15,288.15,,,,,,,,,,,,
"(19800.0, 0.0)",297.1666666666667,291.8333333333333,283.10710735719147,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,291.8376241072241,44.8452436516253,0.0,291.8376241072241,303.15,288.15,43.9348949835208,200.0,0.0,,,,,,,,,
"(19800.0, 190.19237886466843)",,,,,,,,,,,,,,,,,291.84271491339854,303.15,288.15,,,,8.492652986720904e-05,inf,-inf,43.9348949835208,43.9348949835208,inf,inf,-inf,-inf
"(19800.0, 709.8076211353316)",,,,,,,,,,,,,,,,,291.8545271505335,303.15,288.15,,,,8.521192390089979e-05,inf,-inf,43.9348949835208,43.9348949835208,inf,inf,-inf,-inf
